--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player▲,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player▲-additional
18,Sandy Alomar,37,CHW,AL,0.2,75,204,194,22,52,12,0,5,26,0,0,4,17,.268,.281,.407,.689,78,.308,76,79,4,0,5,1,0,2/H,,alomasa02
19,Moisés Alou,36,CHC,NL,1.1,151,638,565,83,158,35,1,22,91,3,1,63,67,.280,.357,.462,.819,111,.362,111,261,16,7,0,3,7,*7/DH,,aloumo01
20,Juan Alvarez*,29,FLA,NL,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,alvarju01
21,Víctor Álvarez*,26,LAD,NL,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,alvarvi01
22,Wilson Álvarez*,33,LAD,NL,0.0,20,31,29,1,5,0,0,0,0,0,0,1,9,.172,.200,.172,.372,1,.175,-19,5,2,0,1,0,0,1,,alvarwi01
23,Alfredo Amézaga#,25,ANA,AL,-0.1,37,120,105,15,22,3,2,2,7,2,2,9,23,.210,.278,.333,.612,62,.268,54,35,2,1,5,0,0,65/HD,,amezaal01
24,Brian Anderson#,31,CLE,AL,0.0,3,2,1,0,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,52,.357,116,0,0,0,0,0,0,1/HD,,anderbr02
25,Garret Anderson*,31,ANA,AL,4.0,159,673,638,80,201,49,4,29,116,6,3,31,83,.315,.345,.541,.885,131,.377,129,345,15,0,0,4,10,*7D,ASMVP-14SS,anderga01
26,Jason Anderson*,24,2TM,2LG,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,anderja01
27,Jimmy Anderson*,27,CIN,NL,0.0,8,13,9,1,1,0,0,0,0,0,0,2,4,.111,.273,.111,.384,8,.212,-7,1,0,0,2,0,0,/1,,anderji02
28,Marlon Anderson*,29,TBD,AL,2.4,145,535,482,59,130,27,3,6,67,19,3,41,60,.270,.328,.376,.703,90,.316,85,181,6,3,4,5,5,*4H/D7,,anderma02
29,Kevin Appier,35,ANA,AL,-0.1,2,5,5,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-134,0,0,0,0,0,0,1,,appieke01
30,Tony Armas,25,MON,NL,0.0,5,10,10,0,2,0,0,0,0,0,0,0,2,.200,.200,.200,.400,3,.182,-21,2,0,0,0,0,0,/1,,armasto02
31,Andy Ashby,35,LAD,NL,-0.2,20,17,14,0,0,0,0,0,0,0,0,0,8,.000,.000,.000,.000,-100,.000,-193,0,0,0,3,0,0,1,,ashbyan01
32,Pedro Astacio,34,NYM,NL,-0.1,7,14,11,1,1,0,0,0,0,0,0,0,2,.091,.091,.091,.182,-52,.074,-144,1,0,0,3,0,0,/1,,astacpe01
33,Garrett Atkins,23,COL,NL,-1.1,25,73,69,6,11,2,0,0,4,0,0,3,14,.159,.205,.188,.394,-2,.183,-29,13,1,1,0,0,0,5/H,,atkinga01
34,Rich Aurilia,31,SFG,NL,0.8,129,545,505,65,140,26,1,13,58,2,2,36,82,.277,.325,.410,.735,91,.329,90,207,18,1,0,3,0,*6/HD,,aurilri01
35,Brad Ausmus,34,HOU,NL,0.4,143,509,450,43,103,12,2,4,47,5,3,46,66,.229,.303,.291,.594,55,.282,52,131,8,4,4,5,1,*2/H,,ausmubr01
36,Jeff Austin,26,CIN,NL,-0.1,7,10,8,0,1,0,0,0,0,0,0,0,5,.125,.125,.125,.250,-33,.114,-101,1,0,0,2,0,0,/1,,austije01
37,Steve Avery*,33,DET,AL,0.1,2,1,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,450,.909,517,1,0,0,0,0,0,1/H,,averyst01
38,Luis Ayala,25,MON,NL,0.0,62,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,ayalalu01
39,Manny Aybar,31,SFG,NL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,aybarma01
40,Brandon Backe,25,TBD,AL,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1/H,,backebr01
41,Mike Bacsik*,25,NYM,NL,0.0,4,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-146,0,0,0,0,0,0,/1,,bacsimi02
42,Carlos Baerga#,34,ARI,NL,0.9,105,231,207,31,71,13,0,4,39,1,1,18,20,.343,.396,.464,.859,117,.377,116,96,6,2,1,3,1,H34/D5,,baergca01
43,Danys Báez,25,CLE,AL,0.0,5,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,baezda01
44,Jeff Bagwell,35,HOU,NL,4.1,160,702,605,109,168,28,2,39,100,11,4,88,119,.278,.373,.524,.897,128,.399,135,317,25,6,0,3,3,*3/H,MVP-14,bagweje01
45,Paul Bako*,31,CHC,NL,0.5,70,213,188,19,43,13,3,0,17,0,1,22,47,.229,.311,.330,.641,67,.302,69,62,2,1,1,1,3,2/H,,bakopa01
46,Rocco Baldelli,21,TBD,AL,2.9,156,684,637,89,184,32,8,11,78,27,10,30,128,.289,.326,.416,.742,99,.329,97,265,10,8,3,6,4,*8/HD,ROY-3,baldero01
47,John Bale*,29,CIN,NL,-0.1,10,17,17,0,2,0,0,0,0,0,0,0,8,.118,.118,.118,.235,-37,.107,-66,2,0,0,0,0,0,1,,balejo01
48,Brian Banks#,32,FLA,NL,-0.3,92,180,149,14,35,6,2,4,23,2,1,25,38,.235,.348,.383,.731,93,.326,89,57,4,2,2,2,1,H739/D,,banksbr01
49,Rod Barajas,27,ARI,NL,-0.8,80,239,220,19,48,15,0,3,28,0,0,14,43,.218,.265,.327,.592,49,.262,30,72,6,1,1,3,7,2/H,,barajro01
50,Josh Bard#,25,CLE,AL,0.6,91,330,303,25,74,13,1,8,36,0,2,22,53,.244,.293,.373,.666,78,.290,72,113,9,0,1,3,1,2/HD,,bardjo01
51,Clint Barmes,24,COL,NL,-0.2,12,28,25,2,8,2,0,0,2,0,0,0,10,.320,.357,.400,.757,87,.338,82,10,0,2,0,1,0,6/H,,barmecl01
52,Larry Barnes*,28,LAD,NL,-0.3,30,39,38,2,8,2,0,0,2,0,0,1,9,.211,.231,.263,.494,32,.267,50,10,0,0,0,0,0,H/37D,,barnela01
53,Michael Barrett,26,MON,NL,-0.1,70,252,226,33,47,9,2,10,30,0,0,21,37,.208,.280,.398,.678,71,.293,57,90,6,2,2,1,7,2/H,,barremi01
54,Miguel Batista,32,ARI,NL,-0.6,34,62,57,3,4,1,0,0,0,0,0,1,33,.070,.086,.088,.174,-56,.079,-112,5,2,0,4,0,0,1,,batismi01
55,Tony Batista,29,BAL,AL,-0.5,161,670,631,76,148,20,1,26,99,4,3,28,102,.235,.270,.393,.663,73,.294,70,248,20,5,0,6,4,*5/D,,batisto01
56,Rick Bauer,26,BAL,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bauerri01
57,Danny Bautista,31,ARI,NL,-1.1,88,314,284,29,78,16,3,4,36,3,2,21,50,.275,.330,.394,.724,83,.335,85,112,7,4,2,3,2,98H/7,,bautida01
58,Jason Bay,24,2TM,NL,0.9,30,107,87,15,25,7,1,4,14,3,1,19,29,.287,.421,.529,.949,145,.424,155,46,0,1,0,0,0,7/8H9,,bayja01
59,Rod Beck,34,SDP,NL,0.0,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,beckro01
60,Josh Beckett,23,FLA,NL,0.0,24,52,46,3,7,2,0,0,3,0,0,1,14,.152,.170,.196,.366,-4,.183,-27,9,1,0,5,0,0,1,,beckejo02
61,Joe Beimel*,26,PIT,NL,-0.1,67,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-150,0,0,0,0,0,0,1/H,,beimejo01
62,Matt Belisle,23,CIN,NL,0.0,6,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-133,0,0,0,0,0,0,/1,,belisma01
63,David Bell,30,PHI,NL,0.2,85,348,297,32,58,14,0,4,37,0,0,41,40,.195,.296,.283,.579,57,.281,62,84,7,4,0,6,1,5/4,,bellda01
64,Jay Bell,37,NYM,NL,-1.1,72,142,116,11,21,1,0,0,3,0,0,22,38,.181,.319,.190,.509,39,.269,47,22,4,2,1,1,1,H4536/D,,bellja01
65,Rob Bell,26,TBD,AL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-128,0,0,0,0,0,0,1,,bellro01
66,Mark Bellhorn#,28,2TM,NL,0.0,99,307,249,27,55,10,1,2,26,5,6,50,78,.221,.353,.293,.646,67,.316,77,73,3,3,1,4,1,5H4/6893,,bellhma01
67,Ronnie Belliard,28,COL,NL,1.2,116,505,447,73,124,31,2,8,50,7,2,49,71,.277,.351,.409,.760,87,.353,92,183,7,2,6,1,0,*4/H,,belliro01
68,Carlos Beltrán#,26,KCR,AL,5.8,141,602,521,102,160,14,10,26,100,41,4,72,81,.307,.389,.522,.911,132,.408,133,272,8,2,0,7,4,*8/DH,MVP-9,beltrca01
69,Adrian Beltré,24,LAD,NL,3.6,158,608,559,50,134,30,2,23,80,2,2,37,103,.240,.290,.424,.714,88,.319,88,237,13,5,1,6,4,*5/6H,,beltrad01
70,Marvin Benard*,32,SFG,NL,-0.5,46,77,71,5,14,3,1,0,4,1,0,4,9,.197,.237,.268,.504,32,.241,23,19,3,0,1,1,0,H7/9,,benarma01
71,Alan Benes,31,CHC,NL,0.0,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,/1,,benesal01
72,Armando Benítez,30,NYM,NL,0.0,43,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,AS,benitar01
73,Gary Bennett,31,SDP,NL,0.6,96,338,307,26,73,15,0,2,42,3,0,24,48,.238,.296,.306,.602,64,.284,64,94,8,2,3,2,3,2/H,,bennega01
74,Joaquin Benoit,25,TEX,AL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-144,0,0,0,0,0,0,1,,benoijo01
75,Kris Benson,28,PIT,NL,-0.4,17,37,30,2,0,0,0,0,0,0,0,1,11,.000,.032,.000,.032,-91,.052,-153,0,1,0,6,0,0,1,,bensokr01
76,Dave Berg,32,TOR,AL,-1.1,61,174,161,26,41,6,1,4,18,0,1,11,34,.255,.301,.379,.679,76,.302,72,61,7,0,1,1,0,4H5/D9367,,bergda01
77,Brandon Berger,28,KCR,AL,-0.4,13,38,32,3,7,0,0,0,3,0,0,5,4,.219,.324,.219,.543,44,.263,39,7,0,0,1,0,0,9/HD,,bergebr01
78,Lance Berkman#,27,HOU,NL,5.3,153,658,538,110,155,35,6,25,93,5,3,107,108,.288,.412,.515,.927,138,.410,145,277,10,9,1,3,13,*7/8,,berkmla01
79,Adam Bernero,26,2TM,2LG,0.0,34,6,6,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.152,-35,0,0,0,0,0,0,1/H,,bernead01
80,Ángel Berroa,25,KCR,AL,2.5,158,635,567,92,163,28,7,17,73,21,5,29,100,.287,.338,.451,.789,101,.354,101,256,13,18,13,8,3,*6,ROY-1,berroan01
81,Rafael Betancourt,28,CLE,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,betanra01
82,Rocky Biddle,27,MON,NL,0.0,71,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,biddlro01
83,Nick Bierbrodt*,25,TBD,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bierbni01
84,Larry Bigbie*,25,BAL,AL,1.2,83,319,287,43,87,15,1,9,31,7,1,29,60,.303,.365,.456,.821,117,.376,124,131,2,0,1,2,3,7/9H8,,bigbila01
85,Craig Biggio,37,HOU,NL,2.6,153,717,628,102,166,44,2,15,62,8,4,57,116,.264,.350,.412,.763,96,.357,106,259,4,27,3,2,3,*8/H,,biggicr01
86,Casey Blake,29,CLE,AL,3.5,152,621,557,80,143,35,0,17,67,7,9,38,109,.257,.312,.411,.723,93,.324,97,229,11,10,8,8,1,*53/H,,blakeca01
87,Hank Blalock*,22,TEX,AL,6.4,143,615,567,89,170,33,3,29,90,2,3,44,97,.300,.350,.522,.872,117,.383,122,296,16,1,0,3,1,*5/H4,AS,blaloha01
88,Henry Blanco,31,ATL,NL,-1.2,55,166,151,11,30,8,0,1,13,0,0,10,21,.199,.252,.272,.523,36,.239,20,41,3,1,3,1,2,2/H,,blanche01
89,Nate Bland*,28,HOU,NL,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,blandna01
90,Willie Bloomquist,25,SEA,AL,0.6,89,220,196,30,49,7,2,1,14,4,1,19,39,.250,.317,.321,.638,73,.299,76,63,6,1,2,2,1,5H6D7/439,,bloomwi01
91,Geoff Blum#,30,HOU,NL,0.6,123,449,420,51,110,19,0,10,52,0,0,20,50,.262,.295,.379,.674,72,.300,65,159,15,2,2,5,1,54H6/379,,blumge01
92,Hiram Bocachica,27,DET,AL,-0.4,6,22,22,1,1,1,0,0,0,0,0,0,7,.045,.045,.091,.136,-64,.056,-90,2,0,0,0,0,0,/87,,bocachi01
93,Brian Boehringer#,34,PIT,NL,0.0,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,boehrbr01
94,Jeremy Bonderman,20,DET,AL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-128,0,0,0,0,0,0,1,,bondeje01
95,Barry Bonds*,38,SFG,NL,9.2,130,550,390,111,133,22,1,45,90,7,0,148,58,.341,.529,.749,1.278,231,.514,235,292,7,10,0,2,61,*7/DH,ASMVP-1SS,bondsba01
96,Jung Bong*,22,ATL,NL,0.0,42,7,5,0,0,0,0,0,0,0,0,1,2,.000,.167,.000,.167,-51,.118,-91,0,0,0,1,0,0,1/H,,bongju01
97,Aaron Boone,30,2TM,2LG,4.1,160,656,592,92,158,32,3,24,96,23,3,46,104,.267,.327,.453,.780,105,.363,114,268,13,8,6,2,2,*54/6H,AS,booneaa01
98,Bret Boone,34,SEA,AL,5.9,159,705,622,111,183,35,5,35,117,16,3,68,125,.294,.366,.535,.902,140,.392,140,333,17,7,1,7,3,*4,ASMVP-10GGSS,boonebr01
99,Pedro Borbón,35,STL,NL,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,borbope02
100,Joe Borchard#,24,CHW,AL,-0.2,16,57,49,5,9,1,0,1,5,0,1,5,18,.184,.246,.265,.511,34,.237,33,13,0,0,0,3,0,8,,borchjo01
101,Pat Borders,40,SEA,AL,-0.2,12,15,14,1,2,1,0,0,1,0,0,1,5,.143,.200,.214,.414,12,.191,2,3,0,0,0,0,0,/2H5D,,bordepa01
102,Mike Bordick,37,TOR,AL,1.7,102,379,343,39,94,18,2,5,54,3,1,33,60,.274,.340,.382,.722,88,.326,87,131,8,2,0,1,0,654/HD,,bordimi01
103,Toby Borland,34,FLA,NL,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,borlato02
104,Joe Borowski,32,CHC,NL,0.0,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,borowjo01
105,Ricky Bottalico*,33,ARI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,bottari01
106,Rob Bowen#,22,MIN,AL,-0.3,7,11,10,0,1,0,0,0,1,0,0,0,4,.100,.091,.100,.191,-50,.083,-79,1,1,0,0,1,0,/2H,,bowenro01
107,Jason Boyd,30,CLE,AL,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,boydja02
108,Chad Bradford,28,OAK,AL,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bradfch01
109,Milton Bradley#,25,CLE,AL,4.1,101,451,377,61,121,34,2,10,56,17,7,64,73,.321,.421,.501,.923,147,.402,148,189,10,5,0,5,8,8/D,,bradlmi01
110,Darren Bragg*,33,ATL,NL,-1.5,104,181,162,21,39,5,1,0,9,2,1,13,38,.241,.305,.284,.589,55,.273,46,46,1,2,4,0,1,H978,,braggda01
111,Russell Branyan*,27,CIN,NL,0.9,74,205,176,22,38,12,0,9,26,0,0,27,69,.216,.322,.438,.759,100,.333,97,77,1,1,0,1,0,H573/D,,branyru01
112,Dewon Brazelton,23,TBD,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,brazede01
113,Troy Brohawn*,30,LAD,NL,0.1,12,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,440,.911,500,1,0,0,0,0,0,1,,brohatr01
114,Ben Broussard*,26,CLE,AL,0.8,116,429,386,53,96,21,3,16,55,5,2,32,75,.249,.312,.443,.755,100,.336,102,171,6,5,3,3,2,*3/H,,brousbe01
115,Jim Brower,30,SFG,NL,0.1,48,19,17,2,3,0,0,0,1,0,0,0,5,.176,.222,.176,.399,7,.193,-14,3,0,1,1,0,0,1,,broweji01
116,Adrian Brown#,29,BOS,AL,-0.1,9,16,15,2,3,0,0,0,1,2,0,1,4,.200,.250,.200,.450,19,.244,9,3,0,0,0,0,0,/87H,,brownad01
117,Dee Brown*,25,KCR,AL,-0.9,50,143,132,16,30,7,0,2,14,1,1,8,37,.227,.280,.326,.605,55,.278,52,43,0,2,0,1,1,79DH,,brownde02
118,Kevin Brown,38,LAD,NL,0.0,30,70,63,4,10,3,0,0,2,0,0,0,28,.159,.156,.206,.363,-4,.171,-29,13,1,0,6,1,0,1,AS,brownke01
119,Eric Bruntlett,25,HOU,NL,0.0,31,56,54,3,14,3,0,1,4,0,0,0,10,.259,.255,.370,.625,59,.302,66,20,1,0,1,1,0,H6/4578,,brunter01
120,Brian Buchanan,29,SDP,NL,0.5,115,229,198,29,52,10,2,8,29,6,2,24,51,.263,.346,.455,.801,116,.350,112,90,8,3,0,3,1,H937/D,,buchabr01
121,Mark Budzinski*,29,CIN,NL,-0.1,4,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-141,0,0,0,0,0,0,/H8,,budzima01
122,Mark Buehrle*,24,CHW,AL,0.0,2,6,6,0,1,0,0,0,1,0,0,0,3,.167,.167,.167,.333,-12,.151,-32,1,0,0,0,0,0,1,,buehrma01
123,Ryan Bukvich,25,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,bukviry01
124,Kirk Bullinger,33,HOU,NL,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,bulliki01
125,Nate Bump*,26,FLA,NL,0.0,31,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,1,0,0,1,,bumpna01
126,Dave Burba,36,MIL,NL,-0.2,16,11,10,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,.000,-169,0,1,0,1,0,0,1,,burbada01
127,Jamie Burke,31,CHW,AL,0.0,6,8,8,0,3,0,0,0,2,0,0,0,0,.375,.375,.375,.750,98,.329,91,3,0,0,0,0,0,/23DH,,burkeja02
128,John Burkett,38,BOS,AL,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-400,0,0,0,1,0,0,1,,burkejo03
129,Morgan Burkhart#,31,KCR,AL,-0.2,6,16,15,1,3,0,0,0,1,0,0,1,2,.200,.250,.200,.450,18,.215,7,3,0,0,0,0,0,/3DH,,burkhmo01
130,Ellis Burks,38,CLE,AL,0.6,55,228,198,27,52,11,1,6,28,1,1,27,46,.263,.360,.419,.779,109,.346,110,83,4,3,0,0,2,D/7H,,burksel01
131,A.J. Burnett,26,FLA,NL,0.1,4,9,7,0,1,0,0,0,0,0,0,2,3,.143,.333,.143,.476,32,.259,40,1,0,0,0,0,0,/1,,burnea.01
132,Jeromy Burnitz*,34,2TM,NL,1.1,126,505,464,63,111,22,0,31,77,5,4,35,112,.239,.299,.487,.786,105,.335,99,226,5,5,0,1,9,*798/H,,burnije01
133,Pat Burrell,26,PHI,NL,0.7,146,599,522,57,109,31,4,21,64,0,0,72,142,.209,.309,.404,.713,90,.318,88,211,18,4,0,1,2,*7/HD,,burrepa01
134,Sean Burroughs*,22,SDP,NL,2.0,146,578,517,62,148,27,6,7,58,7,2,44,75,.286,.352,.402,.755,105,.341,106,208,13,11,2,4,4,*5H,,burrose01
135,Brent Butler,25,COL,NL,-0.1,37,99,90,13,19,3,1,1,4,1,0,7,13,.211,.276,.300,.576,42,.266,26,27,2,1,1,0,2,4/H56,,butlebr02
136,Mike Bynum*,25,SDP,NL,0.1,13,11,10,0,3,0,0,0,0,0,0,0,4,.300,.300,.300,.600,64,.273,55,3,0,0,1,0,0,1,,bynummi01
137,Marlon Byrd,25,PHI,NL,3.4,135,553,495,86,150,28,4,7,45,11,1,44,94,.303,.366,.418,.784,111,.364,118,207,8,7,4,3,3,*8/H,ROY-4,byrdma01
138,Eric Byrnes,27,OAK,AL,2.1,121,461,414,64,109,27,9,12,51,10,2,42,71,.263,.333,.459,.792,108,.347,104,190,3,2,0,2,4,*87/H9D,,byrneer01
139,Jolbert Cabrera,30,LAD,NL,0.3,128,380,347,43,98,32,2,6,37,6,4,17,62,.282,.332,.438,.770,104,.339,103,152,10,10,3,3,3,487H/6359,,cabrejo02
140,Miguel Cabrera,20,FLA,NL,0.6,87,346,314,39,84,21,3,12,62,0,2,25,84,.268,.325,.468,.793,106,.346,105,147,12,2,4,1,3,75/H,MVP-27ROY-5,cabremi01
141,Orlando Cabrera,28,MON,NL,3.7,162,691,626,95,186,47,2,17,80,24,2,52,64,.297,.347,.460,.807,105,.360,101,288,18,1,3,9,3,*6,,cabreor01
142,Miguel Cairo,29,STL,NL,0.0,92,290,261,41,64,15,2,5,32,4,1,13,30,.245,.289,.375,.665,74,.298,68,98,6,6,3,7,1,4H75/693,,cairomi01
143,Kiko Calero,28,STL,NL,0.0,23,4,4,1,1,0,0,0,1,0,0,0,0,.250,.250,.250,.500,33,.228,19,1,0,0,0,0,0,1,,calerki01
144,Mickey Callaway,28,ANA,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,callami01
145,Ron Calloway*,26,MON,NL,-0.5,126,369,340,36,81,17,1,9,52,9,2,20,80,.238,.282,.374,.656,66,.306,64,127,13,2,4,3,1,79H/8,,calloro01
146,Mike Cameron,30,SEA,AL,4.8,147,612,534,74,135,31,5,18,76,17,7,70,137,.253,.344,.431,.774,108,.350,112,230,13,5,1,2,1,*8/H,GG,camermi01
147,Chris Capuano*,24,ARI,NL,-0.1,9,8,8,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,.000,-156,0,0,0,0,0,0,/1,,capuach01
148,Giovanni Carrara,35,SEA,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,carragi01
149,D.J. Carrasco,26,KCR,AL,-0.1,3,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-140,0,1,0,0,0,0,1,,carradj01
150,Jamey Carroll,29,MON,NL,0.2,105,260,227,31,59,10,1,1,10,5,2,19,39,.260,.323,.326,.649,67,.324,79,74,10,3,9,2,0,5H64/D,,carroja01
151,Lance Carter,28,TBD,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS,cartela02
