--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player▲,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player▲-additional
21,Víctor Álvarez*,25,LAD,NL,0.0,4,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-135,0,0,0,0,0,0,/1,,alvarvi01
22,Wilson Álvarez*,32,TBD,AL,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-133,0,0,0,0,0,0,1,,alvarwi01
23,Alfredo Amézaga#,24,ANA,AL,0.4,12,13,13,3,7,2,0,0,2,1,0,0,1,.538,.538,.692,1.231,225,.554,239,9,1,0,0,0,0,/H6D,,amezaal01
24,Brady Anderson*,38,CLE,AL,-0.2,34,101,80,4,13,4,0,1,5,4,0,18,23,.163,.327,.250,.577,59,.301,70,20,5,2,0,1,2,87/H9D,,anderbr01
25,Brian Anderson#,30,ARI,NL,-0.2,36,49,43,0,5,1,1,0,2,0,0,0,9,.116,.136,.186,.322,-19,.143,-73,8,0,1,5,0,0,1/H,,anderbr02
26,Garret Anderson*,30,ANA,AL,5.1,158,678,638,93,195,56,3,29,123,6,4,30,80,.306,.332,.539,.871,127,.374,127,344,11,0,0,10,11,*78D/H,ASMVP-4SS,anderga01
27,Jimmy Anderson*,26,PIT,NL,-0.1,27,47,42,1,5,0,0,0,1,0,0,2,12,.119,.159,.119,.278,-26,.176,-31,5,0,0,3,0,0,1,,anderji02
28,Marlon Anderson*,28,PHI,NL,1.2,145,592,539,64,139,30,6,8,48,5,1,42,71,.258,.315,.380,.696,88,.310,81,205,16,5,2,4,14,*4/H,,anderma02
29,Shane Andrews,30,BOS,AL,-0.1,7,15,13,2,1,1,0,0,0,0,0,1,3,.077,.200,.154,.354,-5,.180,-13,2,0,1,0,0,0,/537DH,,andresh01
30,Kevin Appier,34,ANA,AL,-0.1,2,4,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-379,0,0,0,2,0,0,1,,appieke01
31,Alex Arias,34,NYY,AL,-0.1,6,8,7,0,0,0,0,0,0,0,0,1,2,.000,.125,.000,.125,-62,.089,-75,0,0,0,0,0,0,/56H,,ariasal01
32,Tony Armas,24,MON,NL,-0.1,26,56,50,1,5,0,1,0,2,0,0,1,16,.100,.118,.140,.258,-33,.151,-56,7,0,0,5,0,0,1,,armasto02
33,Rolando Arrojo,36,BOS,AL,-0.1,2,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-263,0,0,0,1,0,0,1,,arrojro01
34,Bronson Arroyo,25,PIT,NL,-0.1,9,6,6,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-150,0,0,0,0,0,0,/1,,arroybr01
35,Miguel Asencio,21,KCR,AL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-150,0,0,0,0,0,0,1,,asencmi01
36,Andy Ashby,34,LAD,NL,-0.1,27,56,48,5,6,0,0,1,4,0,0,2,23,.125,.160,.188,.348,-5,.159,-40,9,0,0,6,0,0,1,,ashbyan01
37,Pedro Astacio,33,NYM,NL,0.0,30,69,62,3,10,2,0,0,1,0,0,0,31,.161,.175,.194,.368,-1,.180,-25,12,0,1,6,0,0,1,,astacpe01
38,Rich Aurilia,30,SFG,NL,0.9,133,589,538,76,138,35,2,15,61,1,2,37,90,.257,.305,.413,.718,92,.321,90,222,15,4,3,7,0,*6/H,,aurilri01
39,Brad Ausmus,33,HOU,NL,0.7,130,496,447,57,115,19,3,6,50,2,3,38,71,.257,.322,.353,.675,74,.311,72,158,30,6,2,3,3,*2/H,GG,ausmubr01
40,Jeff Austin,25,KCR,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,austije01
41,Bruce Aven,30,CLE,AL,0.0,7,21,17,1,2,0,0,0,0,1,0,4,4,.118,.286,.118,.403,15,.232,21,2,2,0,0,0,0,/789H,,avenbr01
42,Manny Aybar,30,SFG,NL,0.0,15,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-155,0,0,0,0,0,0,1,,aybarma01
43,Mike Bacsik*,24,NYM,NL,-0.1,11,21,18,0,2,1,0,0,2,0,0,0,3,.111,.111,.167,.278,-27,.120,-84,3,0,0,3,0,0,1,,bacsimi02
44,Carlos Baerga#,33,BOS,AL,-0.1,73,194,182,17,52,11,0,2,19,6,0,7,20,.286,.316,.379,.695,82,.311,73,69,6,2,1,2,1,HD4/5,,baergca01
45,Danys Báez,24,CLE,AL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-138,0,0,0,0,0,0,1,,baezda01
46,Jeff Bagwell,34,HOU,NL,3.6,158,691,571,94,166,33,2,31,98,7,3,101,130,.291,.401,.518,.919,135,.401,137,296,16,10,0,9,8,*3/DH,,bagweje01
47,Cory Bailey,31,KCR,AL,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,baileco01
48,Paul Bako*,30,MIL,NL,-0.6,87,257,234,24,55,8,1,4,20,0,2,20,46,.235,.295,.329,.624,66,.281,59,77,4,0,3,0,3,2H,,bakopa01
49,James Baldwin,30,SEA,AL,0.1,1,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,172,.902,504,1,0,0,0,0,0,1,,baldwja01
50,Brian Banks#,31,FLA,NL,0.1,20,29,28,3,9,1,0,1,4,0,0,1,6,.321,.345,.464,.809,114,.355,112,13,0,0,0,0,0,H/9735,,banksbr01
51,Willie Banks,33,BOS,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bankswi01
52,Rod Barajas,26,ARI,NL,-0.4,70,172,154,12,36,10,0,3,23,1,0,10,25,.234,.288,.357,.645,62,.289,48,55,4,3,2,3,4,2/H3,,barajro01
53,Josh Bard#,24,CLE,AL,0.4,24,95,90,9,20,5,0,3,12,0,0,4,13,.222,.255,.378,.633,68,.313,85,34,6,0,1,0,0,2,,bardjo01
54,Kevin Barker*,26,SDP,NL,-0.1,7,20,19,0,3,0,0,0,0,1,0,1,6,.158,.200,.158,.358,1,.228,19,3,1,0,0,0,0,/3H,,barkeke01
55,Michael Barrett,25,MON,NL,1.1,117,428,376,41,99,20,1,12,49,6,3,40,65,.263,.332,.418,.749,94,.336,91,157,14,1,6,5,7,*2/3H,,barremi01
56,Miguel Batista,31,ARI,NL,0.1,33,56,51,5,8,2,0,1,2,0,0,3,28,.157,.204,.255,.459,15,.207,-13,13,2,0,2,0,0,1,,batismi01
57,Tony Batista,28,BAL,AL,3.1,161,682,615,90,150,36,1,31,87,5,4,50,107,.244,.309,.457,.766,105,.330,101,281,13,11,0,6,9,*5/D,AS,batisto01
58,Rick Bauer,25,BAL,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bauerri01
59,Danny Bautista,30,ARI,NL,0.6,40,166,154,22,50,5,2,6,23,4,2,11,21,.325,.367,.500,.867,117,.391,125,77,4,0,0,1,2,9/8H,,bautida01
60,Josh Beckett,22,FLA,NL,-0.4,23,36,31,0,1,1,0,0,0,0,0,0,21,.032,.032,.065,.097,-75,.041,-151,2,0,0,5,0,0,1,,beckejo02
61,Joe Beimel*,25,PIT,NL,0.2,51,13,10,0,3,1,0,0,1,0,0,1,3,.300,.364,.400,.764,100,.342,97,4,0,0,2,0,0,1,,beimejo01
62,Kevin Beirne*,28,LAD,NL,0.2,12,6,5,1,2,0,0,0,0,0,0,0,0,.400,.400,.400,.800,120,.542,282,2,0,0,1,0,0,1,,beirnke01
63,David Bell,29,SFG,NL,3.2,154,628,552,82,144,29,2,20,73,1,2,54,80,.261,.333,.429,.762,104,.341,105,237,18,9,6,7,2,*54/H63,,bellda01
64,Jay Bell,36,ARI,NL,-0.3,32,56,49,3,8,1,0,2,11,0,0,5,9,.163,.250,.306,.556,40,.268,36,15,2,1,0,1,0,H/5346,,bellja01
65,Rob Bell,25,TEX,AL,0.0,1,2,1,0,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,47,.356,108,0,0,0,0,0,0,1,,bellro01
66,Mark Bellhorn#,27,CHC,NL,3.4,146,529,445,86,115,24,4,27,56,7,5,76,144,.258,.374,.512,.886,133,.389,137,228,6,6,2,0,3,45H36/7,,bellhma01
67,Ronnie Belliard,27,MIL,NL,-2.2,104,317,289,30,61,13,0,3,26,2,3,18,46,.211,.257,.287,.544,45,.245,32,83,9,1,6,3,0,45H,,belliro01
68,Clay Bellinger,33,ANA,AL,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,/3,,bellicl01
69,Carlos Beltrán#,25,KCR,AL,4.4,162,722,637,114,174,44,7,29,105,35,7,71,135,.273,.346,.501,.847,114,.381,117,319,12,4,3,7,1,*8D/H,,beltrca01
70,Francis Beltrán,22,CHC,NL,0.0,10,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-155,0,0,0,0,0,0,1,,beltrfr01
71,Adrian Beltré,23,LAD,NL,2.0,159,635,587,70,151,26,5,21,75,7,5,37,96,.257,.303,.426,.729,97,.330,100,250,17,4,1,6,4,*5/H,,beltrad01
72,Marvin Benard*,31,SFG,NL,0.5,65,131,123,16,34,9,2,1,13,5,1,7,26,.276,.321,.407,.727,95,.333,94,50,3,1,0,0,0,H97/8,,benarma01
73,Alan Benes,30,CHC,NL,-0.1,7,14,13,0,1,0,0,0,0,0,0,1,8,.077,.143,.077,.220,-39,.115,-63,1,0,0,0,0,0,/1,,benesal01
74,Andy Benes,34,STL,NL,0.3,19,37,34,3,7,1,0,1,2,0,0,1,9,.206,.229,.324,.552,45,.269,45,11,1,0,2,0,0,1/H,,benesan01
75,Armando Benítez,29,NYM,NL,0.0,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,benitar01
76,Mike Benjamin,36,PIT,NL,-1.2,108,130,120,7,18,2,1,0,3,0,4,7,31,.150,.202,.183,.385,2,.172,-16,22,5,1,1,1,0,5H64/39D,,benjami01
77,Gary Bennett,30,COL,NL,-0.8,90,314,291,26,77,10,2,4,26,1,3,15,45,.265,.314,.354,.668,66,.303,60,103,10,6,2,0,2,2/H,,bennega01
78,Kris Benson,27,PIT,NL,-0.1,26,44,40,3,7,1,0,0,1,0,0,0,11,.175,.175,.200,.375,-2,.166,-43,8,0,0,4,0,0,1/H,,bensokr01
79,Jason Bere,31,CHC,NL,-0.1,16,31,24,1,3,2,0,0,0,0,0,0,11,.125,.125,.208,.333,-13,.143,-85,5,0,0,7,0,0,1,,bereja01
80,Dave Berg,31,TOR,AL,0.4,109,414,374,42,101,26,2,4,39,0,2,26,57,.270,.322,.382,.704,84,.316,83,143,6,5,4,5,1,45639/DH7,,bergda01
81,Brandon Berger,27,KCR,AL,-0.6,51,145,134,16,27,5,1,6,17,1,0,8,32,.201,.255,.388,.643,62,.280,48,52,2,2,0,1,2,97D/H83,,bergebr01
82,Peter Bergeron*,24,MON,NL,-0.3,31,148,123,24,23,3,2,0,7,10,3,22,44,.187,.310,.244,.554,47,.293,55,30,0,0,3,0,0,8/H,,bergepe01
83,Lance Berkman#,26,HOU,NL,4.8,158,692,578,106,169,35,2,42,128,8,4,107,118,.292,.405,.578,.982,150,.423,153,334,10,4,0,3,20,*879/H,ASMVP-3,berkmla01
84,Adam Bernero,25,DET,AL,-0.1,2,5,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-184,0,0,0,1,0,0,1,,bernead01
85,Ángel Berroa,24,KCR,AL,0.6,20,83,75,8,17,7,1,0,5,3,0,7,10,.227,.301,.347,.648,66,.349,93,26,1,1,0,0,1,6,,berroan01
86,Rocky Biddle,26,CHW,AL,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,biddlro01
87,Larry Bigbie*,24,BAL,AL,-0.2,16,36,34,1,6,1,0,0,3,1,0,1,11,.176,.194,.206,.400,9,.185,-6,7,1,0,0,1,0,/H798,,bigbila01
88,Craig Biggio,36,HOU,NL,0.4,145,655,577,96,146,36,3,15,58,16,2,50,111,.253,.330,.404,.734,88,.349,95,233,15,17,9,2,2,*4/H7,,biggicr01
89,Casey Blake,28,MIN,AL,-0.2,9,22,20,2,4,1,0,0,1,0,0,2,7,.200,.273,.250,.523,41,.243,34,5,0,0,0,0,0,/53HD,,blakeca01
90,Hank Blalock*,21,TEX,AL,-0.3,49,172,147,16,31,8,0,3,17,0,0,20,43,.211,.306,.327,.632,65,.290,60,48,2,1,2,2,1,5/H,,blaloha01
91,Henry Blanco,30,ATL,NL,-0.4,81,249,221,17,45,9,1,6,22,0,2,20,51,.204,.267,.335,.602,57,.262,41,74,5,1,2,5,5,2/H,,blanche01
92,Willie Bloomquist,24,SEA,AL,0.7,12,38,33,11,15,4,0,0,7,3,1,5,2,.455,.526,.576,1.102,198,.513,222,19,0,0,0,0,0,/74HD,,bloomwi01
93,Geoff Blum#,29,HOU,NL,1.9,130,421,368,45,104,20,4,10,52,2,0,49,70,.283,.367,.440,.807,107,.357,104,162,8,1,1,2,5,5H/79634,,blumge01
94,Hiram Bocachica,26,2TM,2LG,-0.2,83,179,168,26,37,7,0,8,17,3,3,10,41,.220,.264,.405,.669,81,.301,84,68,3,0,1,0,0,H87/94D,,bocachi01
95,Brian Boehringer#,33,PIT,NL,0.0,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,boehrbr01
96,Barry Bonds*,37,SFG,NL,11.7,143,612,403,117,149,31,2,46,110,9,2,198,47,.370,.582,.799,1.381,268,.555,277,322,4,9,0,2,68,*7/DH,ASMVP-1SS,bondsba01
97,Jung Bong*,21,ATL,NL,-0.1,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-148,0,0,0,0,0,0,/1H,,bongju01
98,Aaron Boone,29,CIN,NL,3.2,162,685,606,83,146,38,2,26,87,32,8,56,111,.241,.314,.439,.753,93,.349,96,266,9,10,9,4,4,*56/H,,booneaa01
99,Bret Boone,33,SEA,AL,4.2,155,675,608,88,169,34,3,24,107,12,5,53,102,.278,.339,.462,.801,114,.353,114,281,11,6,2,6,4,*4/HD,GG,boonebr01
100,Pedro Borbón,34,HOU,NL,-0.1,54,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-153,0,0,0,0,0,0,1,,borbope02
101,Joe Borchard#,23,CHW,AL,0.0,16,37,36,5,8,0,0,2,5,0,0,1,14,.222,.243,.389,.632,64,.271,52,14,0,0,0,0,0,7/89H,,borchjo01
102,Pat Borders,39,SEA,AL,0.1,4,4,4,0,2,1,0,0,1,0,0,0,1,.500,.500,.750,1.250,231,.535,241,3,0,0,0,0,0,/2DH,,bordepa01
103,Mike Bordick,36,BAL,AL,2.4,117,413,367,37,85,19,3,8,36,7,4,35,63,.232,.302,.365,.667,81,.297,77,134,9,3,6,2,0,*6,,bordimi01
104,Toby Borland,33,FLA,NL,0.0,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,borlato02
105,Joe Borowski,31,CHC,NL,0.0,72,7,7,1,2,0,0,0,0,0,0,0,5,.286,.286,.286,.571,53,.256,39,2,0,0,0,0,0,1/H,,borowjo01
106,Ricky Bottalico*,32,PHI,NL,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bottari01
107,Jason Boyd,29,SDP,NL,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,boydja02
108,Chad Bradford,27,OAK,AL,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bradfch01
109,Milton Bradley#,24,CLE,AL,0.4,98,358,325,48,81,18,3,9,38,6,3,32,58,.249,.317,.406,.723,93,.320,91,132,12,0,1,0,2,8/HD,,bradlmi01
110,Darren Bragg*,32,ATL,NL,1.3,109,240,212,34,57,15,2,3,15,5,2,24,52,.269,.347,.401,.748,95,.358,108,85,4,2,1,1,0,H987/D,,braggda01
111,Russell Branyan*,26,2TM,2LG,0.3,134,435,378,50,86,13,1,24,56,4,3,51,151,.228,.320,.458,.777,102,.339,98,173,5,2,0,4,3,7H53/D,,branyru01
112,Juan Brito,22,KCR,AL,0.0,9,23,23,1,7,2,0,0,1,0,0,0,3,.304,.304,.391,.696,77,.303,66,9,2,0,0,0,0,/2,,britoju01
113,Chris Brock,32,BAL,AL,0.0,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-133,0,0,0,0,0,0,1,,brockch01
114,Troy Brohawn*,29,SFG,NL,0.0,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,brohatr01
115,Ben Broussard*,25,CLE,AL,-0.4,39,120,112,10,27,4,0,4,9,0,0,7,25,.241,.292,.384,.676,81,.301,77,43,3,1,0,0,1,7/H3D,,brousbe01
116,Jim Brower,29,2TM,NL,-0.1,51,10,9,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.102,-87,0,0,0,1,0,0,1,,broweji01
117,Adrian Brown#,28,PIT,NL,-0.8,91,232,208,20,45,10,2,1,21,10,6,19,34,.216,.284,.298,.582,53,.271,47,62,5,1,3,1,0,8H/9,,brownad01
118,Dee Brown*,24,KCR,AL,-0.6,16,55,51,5,12,3,1,1,7,0,0,4,20,.235,.291,.392,.683,73,.298,63,20,0,0,0,0,0,/7DH,,brownde02
119,Kevin Brown,37,LAD,NL,0.3,17,22,20,2,5,1,0,1,2,0,0,0,11,.250,.250,.450,.700,86,.300,75,9,0,0,2,0,0,1,,brownke01
120,Kevin Brown,29,BOS,AL,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,/2H,,brownke04
121,Roosevelt Brown*,26,CHC,NL,-1.0,111,231,204,14,43,12,0,3,23,2,2,23,50,.211,.299,.314,.612,63,.283,60,64,4,3,0,1,0,H78/9D,,brownro02
122,Brian Buchanan,28,2TM,2LG,0.7,92,245,227,31,61,10,1,11,28,2,2,15,59,.269,.322,.467,.789,110,.359,119,106,6,3,0,0,0,9HD3,,buchabr01
123,Mike Buddie,31,MIL,NL,0.0,25,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-143,0,0,0,0,0,0,1,,buddimi01
124,Mark Buehrle*,23,CHW,AL,0.0,2,6,6,1,1,0,0,0,0,0,0,0,4,.167,.167,.167,.333,-11,.149,-33,1,0,0,0,0,0,1,AS,buehrma01
125,Ryan Bukvich,24,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bukviry01
126,Dave Burba,35,TEX,AL,0.0,2,5,5,0,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,5,.179,-16,1,0,0,0,0,0,1,,burbada01
127,John Burkett,37,BOS,AL,-0.1,2,4,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-216,0,0,0,1,0,0,1,,burkejo03
128,Ellis Burks,37,CLE,AL,3.9,138,570,518,92,156,28,0,32,91,2,3,44,108,.301,.362,.541,.903,139,.396,145,280,13,6,1,1,3,*D/7H,,burksel01
129,A.J. Burnett,25,FLA,NL,0.0,29,69,57,1,6,2,0,1,3,0,0,5,28,.105,.177,.193,.370,-1,.189,-21,11,1,0,7,0,0,1,,burnea.01
130,Jeromy Burnitz*,33,NYM,NL,0.1,154,550,479,65,103,15,0,19,54,10,7,58,135,.215,.311,.365,.677,81,.311,82,175,11,10,1,2,5,*9H/D,,burnije01
131,Pat Burrell,25,PHI,NL,4.6,157,684,586,96,165,39,2,37,116,1,0,89,153,.282,.376,.544,.920,146,.397,146,319,16,3,0,6,9,*7/H,MVP-14,burrepa01
132,Sean Burroughs*,21,SDP,NL,-0.3,63,206,192,18,52,5,1,1,11,2,0,12,30,.271,.317,.323,.640,77,.304,81,62,6,1,1,0,1,54H,,burrose01
133,Homer Bush,29,2TM,2LG,-0.7,63,141,132,16,30,2,0,1,7,4,1,5,25,.227,.266,.265,.531,41,.265,43,35,2,2,2,0,0,4H/6D,,bushho01
134,Brent Butler,24,COL,NL,0.2,113,367,344,55,89,18,4,9,42,2,6,10,40,.259,.287,.413,.699,72,.311,68,142,6,5,4,4,3,45H6,,butlebr02
135,Mike Bynum*,24,SDP,NL,-0.1,14,8,8,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,1,,bynummi01
136,Marlon Byrd,24,PHI,NL,-0.2,10,36,35,2,8,2,0,1,1,0,2,1,8,.229,.250,.371,.621,66,.269,73,13,0,0,0,0,0,/89,,byrdma01
137,Paul Byrd,31,KCR,AL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-150,0,0,0,0,0,0,1,,byrdpa01
138,Eric Byrnes,26,OAK,AL,0.2,90,104,94,24,23,4,2,3,11,3,0,4,17,.245,.291,.426,.717,90,.332,93,40,3,3,1,2,0,7H98/D,,byrneer01
139,Jolbert Cabrera,29,2TM,2LG,-1.2,48,94,84,8,12,2,0,0,8,1,1,7,15,.143,.215,.167,.382,6,.201,9,14,3,1,1,1,0,89H/745D,,cabrejo02
140,José Cabrera,30,MIL,NL,-0.1,47,20,19,1,2,0,0,0,0,0,0,0,10,.105,.105,.105,.211,-44,.094,-88,2,0,0,1,0,0,1,,cabrejo01
141,Orlando Cabrera,27,MON,NL,1.8,153,626,563,64,148,43,1,7,56,25,7,48,53,.263,.321,.380,.701,82,.320,77,214,16,2,9,4,4,*6,,cabreor01
142,Miguel Cairo,28,STL,NL,-0.2,108,208,184,28,46,9,2,2,23,1,1,13,36,.250,.307,.353,.660,75,.304,73,65,5,3,6,2,2,H74/5693D,,cairomi01
143,Mike Cameron,29,SEA,AL,3.7,158,640,545,84,130,26,5,25,80,31,8,79,176,.239,.340,.442,.782,109,.355,112,241,8,7,4,5,3,*8/HD,,camermi01
144,Jay Canizaro,28,MIN,AL,-0.4,38,126,112,14,24,8,1,0,11,0,1,10,22,.214,.280,.304,.584,56,.258,47,34,1,1,1,2,0,4/5H,,canizja01
145,Javier Cardona,26,SDP,NL,-0.5,15,42,39,2,4,1,0,0,2,0,0,2,10,.103,.143,.128,.271,-24,.128,-45,5,1,0,0,1,0,2/H,,cardoja01
146,Chris Carpenter,27,TOR,AL,0.1,1,2,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,428,.894,883,1,0,0,1,0,0,1,,carpech01
147,Giovanni Carrara,34,LAD,NL,0.0,59,8,6,0,0,0,0,0,0,0,0,1,3,.000,.143,.000,.143,-57,.101,-91,0,0,0,1,0,0,1,,carragi01
148,Jamey Carroll,28,MON,NL,0.5,16,79,71,16,22,5,3,1,6,1,0,4,12,.310,.347,.507,.854,119,.408,144,36,1,0,4,0,0,5/64,,carroja01
149,Mike Caruso*,25,KCR,AL,-0.3,12,21,20,3,2,0,0,0,0,0,0,1,2,.100,.143,.100,.243,-36,.119,-62,2,0,0,0,0,0,/645H,,carusmi01
150,Raúl Casanova#,29,2TM,2LG,-0.6,33,100,88,3,16,1,0,1,8,0,0,10,19,.182,.270,.227,.497,34,.265,43,20,3,1,0,1,4,2/H,,casanra01
