--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player▲,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player▲-additional
25,Brady Anderson*,36,BAL,AL,1.9,141,618,506,89,130,26,0,19,50,16,9,92,103,.257,.375,.421,.796,106,.356,106,213,4,8,5,7,5,*897D/H,,anderbr01
26,Brian Anderson#,28,ARI,NL,-0.1,35,81,69,4,13,3,0,0,4,0,0,1,10,.188,.194,.232,.426,6,.187,-37,16,1,0,9,2,0,1/H,,anderbr02
27,Garret Anderson*,28,ANA,AL,1.9,159,681,647,92,185,40,3,35,117,7,6,24,87,.286,.307,.519,.827,103,.350,95,336,21,0,1,9,5,*89D/H,,anderga01
28,Jimmy Anderson*,24,PIT,NL,-0.2,27,54,50,5,7,1,0,0,1,0,0,0,11,.140,.140,.160,.300,-24,.133,-67,8,0,0,4,0,0,1,,anderji02
29,Marlon Anderson*,26,PHI,NL,-0.5,41,174,162,10,37,8,1,1,15,2,2,12,22,.228,.282,.309,.590,49,.280,49,50,5,0,0,0,0,4,,anderma02
30,Matt Anderson,23,DET,AL,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,anderma01
31,Clayton Andrews,22,TOR,AL,-0.1,2,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-149,0,0,0,0,0,0,/1,,andrecl01
32,Shane Andrews,28,CHC,NL,-0.1,66,222,192,25,44,5,0,14,39,1,1,27,59,.229,.329,.474,.803,102,.345,95,91,9,2,0,1,1,5H/3,,andresh01
33,Rick Ankiel*,20,STL,NL,0.7,33,73,68,8,17,1,1,2,9,0,0,4,20,.250,.292,.382,.674,68,.335,83,26,1,0,1,0,0,1/H,ROY-2,ankieri01
34,Kevin Appier,32,OAK,AL,0.0,2,6,6,0,1,0,0,0,0,0,0,0,3,.167,.167,.167,.333,-13,.151,-35,1,0,0,0,0,0,1,,appieke01
35,Danny Ardoin,25,MIN,AL,-0.2,15,40,32,4,4,1,0,1,5,0,0,8,10,.125,.300,.250,.550,40,.271,38,8,0,0,0,0,0,2/H,,ardoida01
36,Alex Arias,32,PHI,NL,-0.6,70,180,155,17,29,9,0,2,15,1,0,16,28,.187,.271,.284,.555,41,.272,39,44,1,3,3,3,2,6H5/4,,ariasal01
37,Tony Armas,22,MON,NL,-0.1,15,30,26,1,1,0,0,0,1,0,0,1,12,.038,.074,.038,.113,-71,.128,-80,1,0,0,3,0,0,1,,armasto02
38,Jamie Arnold,26,2TM,NL,0.0,13,10,9,0,1,1,0,0,0,0,0,0,3,.111,.200,.222,.422,8,.200,-6,2,0,1,0,0,0,1,,arnolja01
39,Rolando Arrojo,34,COL,NL,-0.2,18,32,28,2,3,1,0,0,3,0,0,1,13,.107,.138,.143,.281,-35,.130,-96,4,0,0,3,0,0,1,,arrojro01
40,Bronson Arroyo,23,PIT,NL,-0.1,21,23,21,2,3,2,0,0,0,0,0,0,10,.143,.143,.238,.381,-6,.162,-47,5,0,0,2,0,0,1/H,,arroybr01
41,Andy Ashby,32,2TM,NL,-0.1,31,72,61,2,9,0,0,0,6,0,0,2,22,.148,.175,.148,.322,-17,.166,-51,9,1,0,9,0,0,1/H,,ashbyan01
42,Pedro Astacio,31,COL,NL,-0.5,32,84,82,2,8,0,0,0,6,0,0,1,25,.098,.108,.098,.206,-52,.129,-81,8,1,0,1,0,0,1,,astacpe01
43,Rich Aurilia,28,SFG,NL,2.4,141,571,509,67,138,24,2,20,79,1,2,54,90,.271,.339,.444,.783,102,.345,100,226,15,0,4,4,2,*6/H,,aurilri01
44,Brad Ausmus,31,DET,AL,3.4,150,604,523,75,139,25,3,7,51,11,5,69,79,.266,.357,.365,.722,89,.334,91,191,19,6,4,2,0,*2/H345,,ausmubr01
45,Bruce Aven,28,2TM,NL,-0.2,81,176,168,20,42,11,0,7,29,2,3,8,39,.250,.284,.440,.725,81,.310,74,74,4,0,0,0,0,H79/8,,avenbr01
46,Manny Aybar,28,3TM,NL,0.0,54,9,6,1,0,0,0,0,0,0,0,2,3,.000,.250,.000,.250,-29,.181,-40,0,0,0,1,0,0,1,,aybarma01
47,Jeff Bagwell,32,HOU,NL,5.4,159,719,590,152,183,37,1,47,132,9,6,107,116,.310,.424,.615,1.039,152,.444,155,363,19,15,0,7,11,*3/D,MVP-7,bagweje01
48,Harold Baines*,41,2TM,AL,-0.3,96,320,283,26,72,13,0,11,39,0,0,36,50,.254,.338,.417,.754,93,.329,84,118,6,0,0,1,7,DH,,baineha01
49,Paul Bako*,28,3TM,NL,-0.7,81,251,221,18,50,10,1,2,20,0,0,27,64,.226,.312,.308,.620,61,.272,43,68,6,1,1,1,10,2/H3,,bakopa01
50,James Baldwin,28,CHW,AL,-0.1,2,5,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-210,0,0,0,1,0,0,1,AS,baldwja01
51,Rod Barajas,24,ARI,NL,0.0,5,13,13,1,3,0,0,1,3,0,0,0,4,.231,.231,.462,.692,66,.289,49,6,0,0,0,0,0,/2,,barajro01
52,Glen Barker#,29,HOU,NL,0.0,84,77,67,18,15,2,1,2,6,9,6,7,23,.224,.307,.373,.680,66,.315,73,25,0,1,2,0,0,8H/97,,barkegl01
53,Kevin Barker*,24,MIL,NL,0.1,40,122,100,14,22,5,0,2,9,1,0,20,21,.220,.352,.330,.682,77,.336,87,33,1,1,0,1,0,3/H,,barkeke01
54,John Barnes,24,MIN,AL,0.2,11,41,37,5,13,4,0,0,2,0,1,2,6,.351,.415,.459,.874,119,.380,121,17,3,2,0,0,0,/978,,barnejo01
55,Michael Barrett,23,MON,NL,-2.0,89,297,271,28,58,15,1,1,22,0,1,23,35,.214,.277,.288,.565,42,.258,28,78,7,1,1,1,5,52/H,,barremi01
56,Kimera Bartee#,27,CIN,NL,0.0,11,5,4,2,0,0,0,0,0,1,0,0,2,.000,.200,.000,.200,-43,.197,-44,0,0,1,0,0,0,/H78,,barteki01
57,Miguel Batista,29,2TM,2LG,0.0,6,5,4,0,0,0,0,0,0,0,0,1,3,.000,.200,.000,.200,-43,.145,-52,0,0,0,0,0,0,1,,batismi01
58,Tony Batista,26,TOR,AL,2.4,154,664,620,96,163,32,2,41,114,5,4,35,121,.263,.307,.519,.827,102,.359,100,322,15,6,0,3,1,*5,AS,batisto01
59,Justin Baughman,25,ANA,AL,0.1,16,23,22,4,5,2,0,0,0,3,0,1,2,.227,.261,.318,.579,45,.328,58,7,0,0,0,0,0,/H46D,,baughju01
60,Danny Bautista,28,2TM,NL,0.4,131,388,351,54,100,20,7,11,59,6,2,25,50,.285,.333,.476,.809,100,.355,97,167,11,3,4,5,4,*978H,,bautida01
61,Rich Becker*,28,2TM,AL,0.8,115,357,285,59,69,14,0,8,39,2,2,67,87,.242,.384,.375,.759,99,.359,109,107,1,1,0,4,0,98H7/D,,beckeri01
62,Kevin Beirne*,26,CHW,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,beirnke01
63,Stan Belinda,33,2TM,NL,0.0,56,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-162,0,0,0,0,0,0,1,,belinst01
64,David Bell,27,SEA,AL,0.8,133,512,454,57,112,24,2,11,47,2,3,42,66,.247,.316,.381,.697,81,.325,86,173,11,6,6,4,0,54/H36D,,bellda01
65,Derek Bell,31,NYM,NL,1.7,144,622,546,87,145,31,1,18,69,8,4,65,125,.266,.348,.425,.773,98,.357,105,232,14,6,2,3,0,*9/81H,,bellde01
66,Jay Bell,34,ARI,NL,0.8,149,649,565,87,151,30,6,18,68,7,3,70,88,.267,.348,.437,.786,94,.352,92,247,7,3,6,5,0,*4/HD,,bellja01
67,Mike Bell,25,CIN,NL,0.2,19,31,27,5,6,0,0,2,4,0,0,4,7,.222,.323,.444,.767,90,.336,83,12,0,0,0,0,0,5H,,bellmi02
68,Rob Bell,23,CIN,NL,-0.3,26,49,45,1,3,1,0,0,0,0,0,1,27,.067,.087,.089,.176,-56,.102,-90,4,1,0,3,0,0,1,,bellro01
69,Albert Belle,33,BAL,AL,0.6,141,622,559,71,157,37,1,23,103,0,5,52,68,.281,.342,.474,.817,109,.350,104,265,17,4,0,7,11,*9D,,belleal01
70,Mark Bellhorn#,25,OAK,AL,0.0,9,15,13,2,2,0,0,0,0,0,0,2,6,.154,.267,.154,.421,13,.219,10,2,0,0,0,0,0,/H456,,bellhma01
71,Ronnie Belliard,25,MIL,NL,2.4,152,667,571,83,150,30,9,8,54,7,5,82,84,.263,.354,.389,.743,91,.343,94,222,12,3,4,7,4,*4/H,,belliro01
72,Clay Bellinger,31,NYY,AL,0.2,98,209,184,33,38,8,2,6,21,5,0,17,48,.207,.288,.370,.658,66,.309,64,68,1,5,1,2,1,845H73/69,,bellicl01
73,Carlos Beltrán#,23,KCR,AL,0.9,98,413,372,49,92,15,4,7,44,13,0,35,69,.247,.309,.366,.675,69,.317,65,136,12,0,2,4,2,8/D9H7,,beltrca01
74,Rigo Beltrán*,30,COL,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,beltrri01
75,Adrian Beltré,21,LAD,NL,3.4,138,575,510,71,148,30,2,20,85,12,5,56,80,.290,.360,.475,.835,114,.370,115,242,13,2,3,4,2,*5/6H,,beltrad01
76,Marvin Benard*,29,SFG,NL,2.1,149,633,560,102,147,27,6,12,55,22,7,63,97,.263,.342,.396,.739,92,.337,92,222,4,6,2,2,0,*897H,,benarma01
77,Alan Benes,28,STL,NL,0.1,27,4,4,0,2,1,0,0,0,0,0,0,1,.500,.500,.750,1.250,209,.537,224,3,0,0,0,0,0,1,,benesal01
78,Andy Benes,32,STL,NL,-0.3,28,60,50,1,4,0,0,1,1,0,0,4,19,.080,.148,.140,.288,-27,.140,-69,7,3,0,6,0,0,1,,benesan01
79,Armando Benítez,27,NYM,NL,0.0,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,benitar01
80,Mike Benjamin,34,PIT,NL,1.0,93,255,233,28,63,18,2,2,19,5,4,12,45,.270,.313,.391,.704,78,.314,73,91,4,3,6,1,0,564H/3,,benjami01
81,Gary Bennett,28,PHI,NL,0.3,31,89,74,8,18,5,0,2,5,0,0,13,15,.243,.371,.392,.763,94,.348,94,29,0,2,0,0,0,2/H,,bennega01
82,Kris Benson,25,PIT,NL,-0.2,30,79,65,3,6,2,0,0,1,0,0,4,29,.092,.157,.123,.280,-27,.152,-59,8,0,1,9,0,0,1,,bensokr01
83,Jason Bere,29,MIL,NL,0.2,19,40,39,3,8,0,1,0,2,0,0,0,17,.205,.205,.256,.462,17,.249,26,10,1,0,1,0,0,1,,bereja01
84,Dave Berg,29,FLA,NL,0.2,82,245,210,23,53,14,1,1,21,3,0,25,46,.252,.340,.343,.683,78,.323,80,72,5,5,1,4,0,6H54,,bergda01
85,Peter Bergeron*,22,MON,NL,-1.0,148,592,518,80,127,25,7,5,31,11,13,58,100,.245,.320,.349,.669,67,.311,70,181,4,0,14,2,0,*87/H,,bergepe01
86,Sean Bergman,30,MIN,AL,0.1,1,2,2,0,1,1,0,0,0,0,0,0,1,.500,.500,1.000,1.500,262,.621,277,2,0,0,0,0,0,1,,bergmse01
87,Lance Berkman#,24,HOU,NL,2.0,114,417,353,76,105,28,1,21,67,6,2,56,73,.297,.388,.561,.949,130,.411,130,198,6,1,0,7,1,97H/3,ROY-6,berkmla01
88,Gerónimo Berroa,35,LAD,NL,0.1,24,35,31,2,8,0,1,0,5,0,0,4,8,.258,.343,.323,.665,74,.349,101,10,2,0,0,0,1,H/739,,berroge01
89,Sean Berry,34,2TM,2LG,-0.8,33,54,50,1,7,2,0,1,2,0,1,4,15,.140,.204,.240,.444,13,.193,-5,12,1,0,0,0,0,H5,,berryse01
90,Dante Bichette,36,2TM,2LG,0.8,155,636,575,80,169,32,2,23,90,5,2,49,91,.294,.350,.477,.826,105,.364,102,274,21,4,1,7,3,*9D/H,,bicheda01
91,Craig Biggio,34,HOU,NL,1.4,101,466,377,67,101,13,5,8,35,12,2,61,73,.268,.388,.393,.780,93,.374,102,148,10,16,7,5,3,4/H,,biggicr01
92,Willie Blair,34,DET,AL,0.0,4,3,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,75,.302,69,1,0,0,0,0,0,1,,blairwi01
93,Casey Blake,26,MIN,AL,0.0,7,21,16,1,3,2,0,0,1,0,0,3,7,.188,.333,.313,.646,63,.346,89,5,1,1,0,1,0,/5H3D,,blakeca01
94,Henry Blanco,28,MIL,NL,1.1,93,324,284,29,67,24,0,7,31,0,3,36,60,.236,.318,.394,.712,81,.308,72,112,9,0,0,4,6,2/H,,blanche01
95,Matt Blank*,24,MON,NL,0.0,13,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-138,0,0,0,0,0,0,1,,blankma01
96,Geoff Blum#,27,MON,NL,0.8,124,379,343,40,97,20,2,11,45,1,4,26,60,.283,.335,.449,.784,94,.334,85,154,4,3,3,4,2,56H43,,blumge01
97,Hiram Bocachica,24,LAD,NL,0.0,8,10,10,2,3,0,0,0,0,0,0,0,2,.300,.300,.300,.600,57,.271,47,3,0,0,0,0,0,/H4,,bocachi01
98,Doug Bochtler,29,KCR,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,bochtdo01
99,Brian Boehringer#,31,SDP,NL,0.0,6,5,4,0,1,1,0,0,2,0,0,0,0,.250,.250,.500,.750,90,.312,72,2,1,0,1,0,0,/1,,boehrbr01
100,Tim Bogar,33,HOU,NL,-1.3,110,351,304,32,63,9,2,7,33,1,1,35,56,.207,.292,.319,.611,50,.287,43,97,15,3,5,4,7,6H/145,,bogarti01
101,Brian Bohanon*,31,COL,NL,0.2,33,67,53,6,11,3,0,2,11,0,0,2,14,.208,.232,.377,.610,37,.259,-5,20,0,0,11,1,0,1/H,,bohanbr01
102,Barry Bonds*,35,SFG,NL,7.7,143,607,480,129,147,28,4,49,106,11,3,117,77,.306,.440,.688,1.127,188,.465,185,330,6,3,0,7,22,*7/H,ASMVP-2SS,bondsba01
103,Ricky Bones,31,FLA,NL,0.1,52,4,2,1,0,0,0,0,1,0,0,1,0,.000,.250,.000,.250,-27,.411,144,0,0,0,0,1,0,1,,bonesri01
104,Bobby Bonilla#,37,ATL,NL,-1.2,114,278,239,23,61,13,3,5,28,0,0,37,51,.255,.356,.397,.754,91,.346,92,95,3,1,0,1,2,7H/59D,,bonilbo01
105,Aaron Boone,27,CIN,NL,2.0,84,332,291,44,83,18,0,12,43,6,1,24,52,.285,.356,.471,.826,105,.376,110,137,5,10,2,4,1,5/6H,,booneaa01
106,Bret Boone,31,SDP,NL,0.2,127,525,463,61,116,18,2,19,74,8,4,50,97,.251,.326,.421,.747,94,.327,88,195,11,5,0,7,7,*4/H,,boonebr01
107,Pedro Borbón,32,TOR,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,borbope02
108,Mike Bordick,34,2TM,2LG,2.8,156,644,583,88,166,30,1,20,80,9,6,49,99,.285,.341,.443,.783,101,.356,105,258,16,3,4,5,0,*6,AS,bordimi01
109,Ricky Bottalico*,30,KCR,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bottari01
110,Kent Bottenfield,31,2TM,2LG,-0.1,9,20,17,3,2,0,0,0,0,0,0,0,4,.118,.118,.118,.235,-40,.107,-115,2,0,0,3,0,0,1,,botteke01
111,Jason Boyd,27,PHI,NL,0.0,29,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,boydja02
112,Milton Bradley#,22,MON,NL,-0.9,42,172,154,20,34,8,1,2,15,2,1,14,32,.221,.288,.325,.613,53,.287,48,50,3,1,1,1,0,8/H,,bradlmi01
113,Darren Bragg*,30,COL,NL,-1.0,71,169,149,16,33,7,1,3,21,4,1,17,41,.221,.296,.342,.638,47,.308,44,51,3,0,0,3,1,7H/9,,braggda01
114,Jeff Branson*,33,LAD,NL,-0.1,18,18,17,3,4,1,0,0,0,0,0,1,6,.235,.278,.294,.572,49,.260,39,5,1,0,0,0,0,/6H45,,bransje01
115,Jeff Brantley,36,PHI,NL,0.0,52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,brantje01
116,Russell Branyan*,24,CLE,AL,0.6,67,220,193,32,46,7,2,16,38,0,0,22,76,.238,.327,.544,.871,115,.365,105,105,2,4,0,1,1,D79H/5,,branyru01
117,Jamie Brewington,28,CLE,AL,0.0,3,2,1,1,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,43,.367,104,0,0,0,0,0,0,1,,brewija01
118,Doug Brocail*,33,DET,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,brocado01
119,Chris Brock,30,PHI,NL,0.2,58,11,9,1,2,1,0,1,2,0,0,0,2,.222,.222,.667,.889,113,.356,99,6,0,0,2,0,0,1,,brockch01
120,Tarrik Brock*,26,CHC,NL,-0.1,13,16,12,1,2,0,0,0,0,1,1,4,4,.167,.375,.167,.542,46,.276,59,2,0,0,0,0,0,/7H8,,brockta01
121,Rico Brogna*,30,2TM,2LG,-1.1,81,199,185,20,43,17,0,2,21,1,0,10,41,.232,.278,.357,.635,59,.289,50,66,5,2,1,1,1,3H/D,,brognri01
122,Scott Brosius,33,NYY,AL,-0.3,135,519,470,57,108,20,0,16,64,0,3,45,73,.230,.299,.374,.673,70,.302,66,176,17,2,0,2,1,*5/379DH,,brosisc01
123,Jim Brower,27,CLE,AL,-0.1,2,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-146,0,0,0,0,0,0,1,,broweji01
124,Adrian Brown#,26,PIT,NL,1.6,104,340,308,64,97,18,3,4,28,13,1,29,34,.315,.373,.432,.805,104,.372,106,133,1,0,2,1,1,8H9/7,,brownad01
125,Brant Brown*,29,2TM,NL,-1.1,95,178,162,11,28,7,0,5,16,3,1,13,62,.173,.237,.309,.546,39,.255,32,50,3,1,1,1,0,H73/89,,brownbr01
126,Dee Brown*,22,KCR,AL,0.0,15,28,25,4,4,1,0,0,4,0,0,3,9,.160,.250,.200,.450,15,.253,26,5,0,0,0,0,0,H/7,,brownde02
127,Emil Brown,25,PIT,NL,-0.5,50,135,119,13,26,5,0,3,16,3,1,11,34,.218,.299,.336,.635,61,.289,53,40,3,3,1,1,0,9H78,,brownem01
128,Kevin Brown,35,LAD,NL,-0.4,32,84,66,2,5,0,0,0,3,0,0,2,29,.076,.129,.076,.204,-45,.120,-90,5,0,2,14,0,0,1,ASCYA-6,brownke01
129,Kevin Brown,27,MIL,NL,0.1,5,18,17,3,4,3,0,0,1,0,0,1,5,.235,.278,.412,.690,74,.400,133,7,0,0,0,0,0,/2,,brownke04
130,Roosevelt Brown*,24,CHC,NL,0.6,45,98,91,11,32,8,0,3,14,0,1,4,22,.352,.378,.538,.916,131,.396,134,49,0,1,0,2,0,7H/98,,brownro02
131,Mark Brownson*,25,PHI,NL,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,.724,346,0,0,0,0,0,0,/1,,brownma04
132,Justin Brunette*,24,STL,NL,0.1,4,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,407,.902,462,1,0,0,0,0,0,/1,,bruneju01
133,Jim Bruske,35,MIL,NL,0.0,15,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-138,0,0,0,0,0,0,1,,bruskji01
134,Brian Buchanan,26,MIN,AL,-0.7,30,93,82,10,19,3,0,1,8,0,2,8,22,.232,.301,.305,.606,52,.287,56,25,3,1,0,2,0,9/H7D,,buchabr01
135,Mike Buddie,29,MIL,NL,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,buddimi01
136,Damon Buford,30,CHC,NL,0.6,150,556,495,64,124,18,3,15,48,4,6,47,118,.251,.324,.390,.714,82,.329,86,193,9,8,4,2,3,*8H/97,,buforda01
137,Jay Buhner,35,SEA,AL,1.9,112,430,364,50,92,20,0,26,82,0,2,59,98,.253,.361,.522,.883,127,.385,128,190,10,4,1,2,3,9H/D,,buhneja01
138,Kirk Bullinger,30,PHI,NL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,bulliki01
139,Dave Burba,33,CLE,AL,-0.1,1,3,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-638,0,0,0,2,0,0,1,,burbada01
140,John Burkett,35,ATL,NL,-0.1,30,51,42,2,6,1,0,0,3,0,0,3,15,.143,.200,.167,.367,-6,.176,-42,7,0,0,6,0,0,1,,burkejo03
141,Morgan Burkhart#,28,BOS,AL,0.5,25,95,73,16,21,3,0,4,18,0,0,17,25,.288,.442,.493,.935,135,.423,143,36,1,4,0,1,1,D/3H7,,burkhmo01
142,Ellis Burks,35,SFG,NL,5.0,122,458,393,74,135,21,5,24,96,5,1,56,49,.344,.419,.606,1.025,163,.461,179,238,10,1,0,8,5,9H/D,MVP-15,burksel01
143,A.J. Burnett,23,FLA,NL,0.5,13,30,25,3,7,1,1,1,3,0,0,3,10,.280,.357,.520,.877,124,.376,121,13,0,0,2,0,0,1,,burnea.01
144,Jeromy Burnitz*,31,MIL,NL,1.5,161,686,564,91,131,29,2,31,98,6,4,99,121,.232,.356,.456,.811,106,.356,103,257,12,14,0,9,10,*9/HD,,burnije01
145,Pat Burrell,23,PHI,NL,0.5,111,474,408,57,106,27,1,18,79,0,0,63,139,.260,.359,.463,.822,106,.367,107,189,5,1,0,2,2,37/DH,ROY-4,burrepa01
146,Homer Bush,27,TOR,AL,-1.3,76,325,297,38,64,8,0,1,18,9,4,18,60,.215,.271,.253,.524,33,.262,32,75,10,5,4,1,0,4/H,,bushho01
147,Paul Byrd,29,PHI,NL,0.2,16,24,20,2,3,0,0,0,0,0,0,1,6,.150,.227,.150,.377,-2,.274,37,3,0,1,2,0,0,1,,byrdpa01
148,Eric Byrnes,24,OAK,AL,-0.1,10,11,10,5,3,0,0,0,0,2,1,0,1,.300,.364,.300,.664,75,.309,76,3,0,1,0,0,0,/H9D7,,byrneer01
149,Álex Cabrera,28,ARI,NL,0.4,31,87,80,10,21,2,1,5,14,0,0,4,21,.263,.299,.500,.799,94,.357,96,40,3,1,0,2,0,39/H7,,cabreal02
150,Jolbert Cabrera,27,CLE,AL,-0.2,100,187,175,27,44,3,1,2,15,6,4,8,15,.251,.290,.314,.605,53,.290,56,55,1,2,1,1,0,98H74/6D,,cabrejo02
