--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player▲,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player▲-additional
69,Érik Bédard*,28,BAL,AL,0.1,2,6,5,0,2,0,0,0,1,0,0,0,1,.400,.400,.400,.800,112,.348,103,2,0,0,1,0,0,1,CYA-5,bedarer01
70,Joe Beimel*,30,LAD,NL,0.0,80,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-150,0,0,0,0,0,0,1,,beimejo01
71,Matt Belisle,27,CIN,NL,-0.3,28,61,50,2,3,1,0,0,1,1,0,3,32,.060,.113,.080,.193,-49,.120,-93,4,1,0,8,0,0,1,,belisma01
72,Heath Bell,29,SDP,NL,0.0,78,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bellhe01
73,Rob Bell,30,BAL,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bellro01
74,Mark Bellhorn#,32,CIN,NL,-0.1,13,18,14,2,1,0,0,0,1,0,0,4,5,.071,.278,.071,.349,-4,.208,-1,1,0,0,0,0,0,H/54,,bellhma01
75,Ronnie Belliard,32,WSN,NL,2.0,147,557,511,57,148,35,1,11,58,3,0,34,72,.290,.332,.427,.759,100,.338,100,218,12,1,6,5,1,*4H/365D,,belliro01
76,Edwin Bellorin,25,COL,NL,-0.1,3,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-150,0,1,0,0,0,0,/2H,,belloed01
77,Carlos Beltrán#,30,NYM,NL,5.4,144,636,554,93,153,33,3,33,112,23,2,69,111,.276,.353,.525,.878,125,.380,123,291,8,2,1,10,10,*8/H,ASMVP-20GGSS,beltrca01
78,Adrian Beltré,28,SEA,AL,3.8,149,639,595,87,164,41,2,26,99,14,2,38,104,.276,.319,.482,.802,112,.356,111,287,18,2,0,4,2,*5/DH,GG,beltrad01
79,Armando Benítez,34,2TM,NL,0.0,53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,benitar01
80,Gary Bennett,35,STL,NL,-0.8,59,170,155,12,39,7,0,2,17,1,1,8,16,.252,.286,.335,.621,61,.271,49,52,6,1,2,4,1,2/H3,,bennega01
81,Jeff Bennett,27,ATL,NL,-0.1,3,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-144,0,0,0,0,0,0,/1,,benneje01
82,Joaquin Benoit,29,TEX,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,benoijo01
83,Jason Bergmann,25,WSN,NL,-0.2,22,44,37,2,5,0,0,0,0,0,0,1,17,.135,.158,.135,.293,-21,.138,-63,5,1,0,6,0,0,1/H,,bergmja01
84,Lance Berkman#,31,HOU,NL,2.2,153,668,561,95,156,24,2,34,102,7,3,94,125,.278,.386,.510,.896,130,.389,132,286,11,8,0,5,11,*39/H8D,,berkmla01
85,Ángel Berroa,29,KCR,AL,-0.1,9,13,11,0,1,0,0,0,1,0,1,0,4,.091,.167,.091,.258,-29,.096,-55,1,1,1,1,0,0,/H6D45,,berroan01
86,Rafael Betancourt,32,CLE,AL,0.0,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,betanra01
87,Yuniesky Betancourt,25,SEA,AL,2.0,155,559,536,72,155,38,2,9,67,5,4,15,48,.289,.308,.418,.725,93,.325,92,224,10,1,3,4,3,*6/H,,betanyu01
88,Wilson Betemit#,25,2TM,2LG,0.4,121,284,240,33,55,12,0,14,50,0,0,38,82,.229,.333,.454,.787,102,.353,105,109,2,1,2,3,0,5H36/479,,betemwi01
89,Craig Biggio,41,HOU,NL,-2.1,141,555,517,68,130,31,3,10,50,4,3,23,112,.251,.285,.381,.666,71,.300,68,197,5,3,7,5,0,*4H/D2,,biggicr01
90,Chad Billingsley,22,LAD,NL,-0.2,41,41,36,1,4,1,0,0,2,0,0,1,19,.111,.135,.139,.274,-29,.127,-74,5,2,0,4,0,0,1,,billich01
91,Joe Bisenius,24,PHI,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,bisenjo01
92,Travis Blackley*,24,SFG,NL,0.0,2,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,73,.303,69,1,0,0,0,0,0,/1,,blacktr01
93,Casey Blake,33,CLE,AL,2.8,156,662,588,81,159,36,4,18,78,4,5,54,123,.270,.339,.437,.776,103,.345,102,257,14,10,5,5,2,*53/9HD,,blakeca01
94,Hank Blalock*,26,TEX,AL,1.3,58,232,208,32,61,16,3,10,33,4,1,21,38,.293,.358,.543,.901,133,.390,131,113,8,1,0,2,1,5D/H,,blaloha01
95,Henry Blanco,35,CHC,NL,-0.5,22,58,54,3,9,3,0,0,4,0,0,2,12,.167,.193,.222,.415,5,.218,3,12,0,0,1,1,0,2/H3,,blanche01
96,Joe Blanton,26,OAK,AL,-0.1,2,5,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-190,0,1,0,1,0,0,1,,blantjo01
97,Willie Bloomquist,29,SEA,AL,-0.2,91,188,173,28,48,3,0,2,13,7,5,10,35,.277,.321,.329,.650,75,.299,77,57,7,1,4,0,0,H4567/839D,,bloomwi01
98,Geoff Blum#,34,SDP,NL,0.7,122,370,330,34,83,21,1,5,33,0,0,32,52,.252,.319,.367,.685,85,.308,85,121,10,2,3,3,4,4H56/7D3,,blumge01
99,Hiram Bocachica,31,2TM,2LG,0.6,33,88,80,11,16,4,0,2,5,3,2,7,18,.200,.261,.325,.586,58,.297,79,26,1,0,0,1,0,98H/7,,bocachi01
100,Jeremy Bonderman,24,DET,AL,0.0,2,6,6,1,1,0,0,0,0,0,0,0,3,.167,.167,.167,.333,-12,.290,62,1,0,0,0,0,0,1,,bondeje01
101,Barry Bonds*,42,SFG,NL,3.4,126,477,340,75,94,14,0,28,66,5,0,132,54,.276,.480,.565,1.045,169,.440,171,192,13,3,0,2,43,*7H/D,AS,bondsba01
102,Emilio Bonifácio#,22,ARI,NL,0.0,11,27,23,2,5,1,0,0,2,0,1,4,3,.217,.333,.261,.594,53,.267,51,6,0,0,0,0,0,/4H,,bonifem01
103,Boof Bonser,25,MIN,AL,-0.1,2,5,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-297,0,0,0,2,0,0,1,,bonsebo01
104,Chris Booker,30,WSN,NL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,bookech01
105,Aaron Boone,34,FLA,NL,0.4,69,228,189,27,54,11,0,5,28,2,0,21,41,.286,.388,.423,.811,113,.371,120,80,0,13,1,4,4,3H5,,booneaa01
106,Chris Bootcheck,28,LAA,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bootcch01
107,Joe Borchard#,28,FLA,NL,-0.3,85,202,179,20,35,9,0,4,19,4,0,21,60,.196,.287,.313,.600,58,.291,61,56,4,2,0,0,3,H97,,borchjo01
108,Dave Borkowski,30,HOU,NL,0.0,62,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-146,0,0,0,0,0,0,1,,borkoda01
109,Joe Borowski,36,CLE,AL,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,borowjo01
110,Jason Botts#,26,TEX,AL,0.4,48,190,167,19,40,8,1,2,14,1,0,19,59,.240,.326,.335,.662,75,.303,70,56,8,3,0,1,0,7D/H,,bottsja01
111,Michael Bourn*,24,PHI,NL,0.9,105,133,119,29,33,3,3,1,6,18,1,13,21,.277,.348,.378,.727,86,.352,81,45,1,0,1,0,2,7H8/9,,bournmi01
112,Rob Bowen#,26,3TM,2LG,0.2,61,188,156,21,36,10,0,4,18,1,2,27,61,.231,.344,.372,.716,92,.318,92,58,2,1,2,2,3,2/H,,bowenro01
113,Micah Bowie*,32,WSN,NL,-0.1,28,13,11,0,1,0,0,0,1,0,0,0,4,.091,.091,.091,.182,-51,.083,-113,1,0,0,2,0,0,1,,bowiemi01
114,Blaine Boyer,25,ATL,NL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,boyerbl01
115,Chad Bradford,32,BAL,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bradfch01
116,Milton Bradley#,29,2TM,2LG,2.2,61,244,209,37,64,9,1,13,37,5,2,31,41,.306,.402,.545,.947,154,.405,153,114,5,3,0,1,3,78/9H,,bradlmi01
117,Russell Branyan*,31,3TM,NL,0.3,89,194,163,22,32,5,1,10,26,1,0,28,69,.196,.320,.423,.743,97,.327,94,69,2,2,0,1,1,H57/3D,,branyru01
118,Ryan Braun,23,MIL,NL,2.0,113,492,451,91,146,26,6,34,97,15,5,29,112,.324,.370,.634,1.004,154,.434,162,286,13,7,0,5,1,*5/H,MVP-24ROY-1,braunry02
119,Bill Bray*,24,CIN,NL,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,braybi01
120,Craig Brazell*,27,KCR,AL,0.0,5,5,4,1,1,0,0,0,0,0,0,1,1,.250,.400,.250,.650,77,.327,89,1,0,0,0,0,0,/H3,,brazecr01
121,Yhency Brazobán,27,LAD,NL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,brazoyh01
122,Doug Brocail*,40,SDP,NL,0.1,64,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,173,.454,188,1,0,0,0,0,0,1,,brocado01
123,Ben Broussard*,30,SEA,AL,-0.5,99,264,240,27,66,10,0,7,29,2,0,17,50,.275,.330,.404,.734,96,.336,98,97,7,4,0,3,2,3H97/D,,brousbe01
124,Dee Brown*,29,OAK,AL,0.0,8,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,/79,,brownde02
125,Emil Brown,32,KCR,AL,0.0,113,397,366,44,94,13,1,6,62,12,2,24,71,.257,.300,.347,.647,70,.307,72,127,7,1,0,6,2,79HD,,brownem01
126,Matthew Brown,24,LAA,AL,0.0,4,7,5,0,0,0,0,0,0,1,0,2,1,.000,.286,.000,.286,-16,.239,2,0,0,0,0,0,0,/5H,,brownma05
127,Jonathan Broxton,23,LAD,NL,0.0,81,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,broxtjo01
128,Brian Bruney,25,NYY,AL,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,brunebr01
129,Eric Bruntlett,29,HOU,NL,0.2,80,165,138,16,34,5,0,0,14,6,3,20,27,.246,.346,.283,.629,66,.300,67,39,1,1,6,0,1,6H/7589,,brunter01
130,Taylor Buchholz,25,COL,NL,-0.1,38,26,23,0,3,0,0,0,1,0,0,2,11,.130,.200,.130,.330,-14,.166,-39,3,0,0,1,0,0,1,,buchhta01
131,John Buck,26,KCR,AL,0.7,113,399,347,41,77,18,0,18,48,0,1,36,92,.222,.308,.429,.738,92,.329,91,149,11,10,0,6,0,*2/H,,buckjo01
132,Travis Buck*,23,OAK,AL,2.3,82,334,285,41,82,22,5,7,34,4,1,39,66,.288,.377,.474,.850,129,.382,133,135,9,4,2,4,2,97/8H,,bucktr01
133,Ryan Budde,27,LAA,AL,-0.3,12,18,18,0,3,1,0,0,1,0,0,0,6,.167,.167,.222,.389,1,.166,-25,4,1,0,0,0,0,2/DH,,buddery01
134,Mark Buehrle*,28,CHW,AL,-0.1,2,6,5,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-192,0,0,0,1,0,0,1,,buehrma01
135,Ryan Bukvich,29,CHW,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bukviry01
136,Bryan Bullington,26,PIT,NL,0.1,5,4,3,1,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,76,.303,64,1,0,0,1,0,0,/1,,bullibr01
137,Ambiorix Burgos,23,NYM,NL,0.0,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,burgoam01
138,Chris Burke,27,HOU,NL,-0.9,111,363,319,39,73,19,2,6,28,9,3,27,52,.229,.304,.357,.662,71,.305,70,114,10,8,8,1,1,48H9/67,,burkech01
139,Jamie Burke,35,SEA,AL,0.4,50,129,113,19,34,8,0,1,12,0,1,7,17,.301,.363,.398,.761,105,.353,114,45,2,4,5,0,0,2/H,,burkeja02
140,A.J. Burnett,30,TOR,AL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,burnea.01
141,Pat Burrell,30,PHI,NL,1.5,155,598,472,77,121,26,0,30,97,0,0,114,120,.256,.400,.502,.902,128,.396,133,237,10,4,0,8,1,*7H/D,,burrepa01
142,Brian Burres*,26,BAL,AL,0.1,1,3,2,0,1,0,0,0,1,0,0,0,1,.500,.500,.500,1.000,165,.458,221,1,0,0,1,0,0,1,,burrebr01
143,Jared Burton,26,CIN,NL,0.0,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,burtoja01
144,Brian Buscher*,26,MIN,AL,-0.4,33,94,82,8,20,1,0,2,10,1,0,10,16,.244,.323,.329,.652,77,.312,81,27,2,0,1,1,0,5/H,,buschbr01
145,Dave Bush,27,MIL,NL,-0.2,32,62,55,2,7,2,0,0,2,0,0,0,11,.127,.143,.164,.306,-21,.135,-65,9,2,1,6,0,0,1/H,,bushda01
146,Billy Butler,21,KCR,AL,0.7,92,360,329,38,96,23,2,8,52,0,0,27,55,.292,.347,.447,.794,108,.352,106,147,8,2,0,2,5,D3/H7,,butlebi03
147,Freddie Bynum*,27,BAL,AL,0.2,70,101,96,21,25,8,2,2,11,8,1,2,30,.260,.290,.448,.738,91,.330,80,43,2,2,1,0,0,H76/D84,,bynumfr01
148,Marlon Byrd,29,TEX,AL,3.2,109,454,414,60,127,17,8,10,70,5,3,29,88,.307,.355,.459,.814,112,.364,115,190,9,5,0,6,3,*897/H,,byrdma01
149,Paul Byrd,36,CLE,AL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-146,0,0,0,0,0,0,1,,byrdpa01
150,Tim Byrdak*,33,DET,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,byrdati01
151,Eric Byrnes,31,ARI,NL,3.7,160,699,626,103,179,30,8,21,83,50,7,57,98,.286,.353,.460,.813,103,.372,104,288,12,10,1,4,5,*798,MVP-11,byrneer01
152,Asdrúbal Cabrera#,21,CLE,AL,1.6,45,186,159,30,45,9,2,3,22,0,0,17,29,.283,.354,.421,.775,103,.344,100,67,7,2,5,3,0,4/6H5,,cabreas01
