--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player▲,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player▲-additional
15,Edgardo Alfonzo,27,NYM,NL,1.6,124,519,457,64,111,22,0,17,49,5,0,51,62,.243,.322,.403,.725,90,.327,91,184,7,5,1,5,0,*4/H,,alfoned01
16,Luis Alicea#,35,KCR,AL,0.3,113,418,387,44,106,16,4,4,32,8,6,23,56,.274,.320,.367,.687,77,.313,77,142,6,4,3,1,0,4DH5,,alicelu01
17,Chad Allen,26,MIN,AL,0.0,57,195,175,20,46,13,2,4,20,1,2,19,37,.263,.333,.429,.762,99,.345,105,75,7,0,0,1,1,D79H,,allench01
18,Armando Almanza*,28,FLA,NL,0.0,49,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,almanar01
19,Carlos Almánzar,27,NYY,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,almanca01
20,Erick Almonte,23,NYY,AL,0.1,8,4,4,0,2,1,0,0,0,2,0,0,1,.500,.500,.750,1.250,223,.651,235,3,0,0,0,0,0,/6HD,,almoner01
21,Roberto Alomar#,33,CLE,AL,7.3,157,677,575,113,193,34,12,20,100,30,6,80,71,.336,.415,.541,.956,150,.421,154,311,9,4,9,9,5,*4,ASMVP-4GG,alomaro01
22,Sandy Alomar,35,CHW,AL,0.2,70,239,220,17,54,8,1,4,21,1,2,12,17,.245,.288,.345,.634,64,.290,62,76,6,2,3,2,1,2/H,,alomasa02
23,Moisés Alou,34,HOU,NL,2.9,136,581,513,79,170,31,1,27,108,5,1,57,57,.331,.396,.554,.949,137,.406,138,284,18,3,0,8,14,*9/DH,ASMVP-14,aloumo01
24,Brady Anderson*,37,BAL,AL,-0.3,131,501,430,50,87,12,3,8,45,12,4,60,77,.202,.311,.300,.611,66,.286,66,129,3,8,2,1,4,*97H/8D,,anderbr01
25,Brian Anderson#,29,ARI,NL,-0.3,31,37,37,1,5,1,1,0,2,0,0,0,9,.135,.135,.216,.351,-14,.148,-47,8,2,0,0,0,0,1/H,,anderbr02
26,Garret Anderson*,29,ANA,AL,2.7,161,704,672,83,194,39,2,28,123,13,6,27,100,.289,.314,.478,.792,104,.347,103,321,12,0,0,5,4,*78D,MVP-21,anderga01
27,Jimmy Anderson*,25,PIT,NL,0.3,32,69,59,2,7,1,0,0,3,0,0,4,15,.119,.175,.136,.310,-19,.221,1,8,1,0,6,0,0,1,,anderji02
28,Marlon Anderson*,27,PHI,NL,2.9,147,574,522,69,153,30,2,11,61,8,5,35,74,.293,.337,.421,.758,97,.344,103,220,12,2,10,5,5,*4/H,,anderma02
29,Matt Anderson,24,DET,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,anderma01
30,Rick Ankiel*,21,STL,NL,-0.1,6,10,8,1,0,0,0,0,0,0,0,1,5,.000,.111,.000,.111,-67,.079,-109,0,0,0,1,0,0,/1,,ankieri01
31,Kevin Appier,33,NYM,NL,-0.1,31,67,62,4,7,0,0,0,4,0,0,1,24,.113,.141,.113,.254,-32,.148,-41,7,0,1,3,0,0,1,,appieke01
32,Alex Arias,33,SDP,NL,0.1,70,158,137,19,31,9,0,2,12,1,0,17,22,.226,.312,.336,.648,75,.313,86,46,3,1,1,2,1,5H346,,ariasal01
33,Tony Armas,23,MON,NL,-0.2,32,59,53,2,8,1,0,0,4,0,0,0,17,.151,.151,.170,.321,-17,.141,-62,9,0,0,6,0,0,1,,armasto02
34,Rolando Arrojo,35,BOS,AL,-0.1,3,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-141,0,0,0,0,0,0,1,,arrojro01
35,Bronson Arroyo,24,PIT,NL,-0.2,23,23,21,0,1,0,0,0,1,0,0,1,16,.048,.087,.048,.135,-64,.069,-98,1,0,0,0,1,0,1,,arroybr01
36,Andy Ashby,33,LAD,NL,0.1,3,5,2,1,1,0,0,0,1,0,0,1,0,.500,.667,.500,1.167,221,.532,336,1,0,0,2,0,0,/1H,,ashbyan01
37,Pedro Astacio,32,2TM,NL,-0.5,24,64,53,2,5,0,0,0,3,0,0,0,17,.094,.094,.094,.189,-54,.101,-127,5,0,0,11,0,0,1,,astacpe01
38,Justin Atchley*,27,CIN,NL,0.0,14,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-150,0,0,0,0,0,0,1,,atchlju01
39,Rich Aurilia,29,SFG,NL,6.7,156,689,636,114,206,37,5,37,97,1,3,47,83,.324,.369,.572,.941,146,.400,148,364,14,0,3,3,2,*6/H,ASMVP-12SS,aurilri01
40,Brad Ausmus,32,HOU,NL,0.0,128,461,422,45,98,23,4,5,34,4,1,30,64,.232,.284,.341,.625,57,.281,47,144,13,1,6,2,6,*2/H,GG,ausmubr01
41,Jeff Austin,24,KCR,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,austije01
42,Bruce Aven,29,LAD,NL,0.2,21,26,24,3,8,2,0,1,2,0,0,0,5,.333,.385,.542,.926,145,.434,172,13,0,2,0,0,0,H/79,,avenbr01
43,Manny Aybar,29,CHC,NL,0.3,17,4,3,1,3,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,433,.889,622,3,0,0,1,0,0,1,,aybarma01
44,Benito Báez*,24,FLA,NL,0.0,8,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,/1,,baezbe01
45,Danys Báez,23,CLE,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,baezda01
46,Jeff Bagwell,33,HOU,NL,5.8,161,717,600,126,173,43,4,39,130,11,3,106,135,.288,.397,.568,.966,140,.423,149,341,20,6,0,5,5,*3/H,MVP-7,bagweje01
47,Cory Bailey,30,KCR,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,baileco01
48,Harold Baines*,42,CHW,AL,-1.2,32,94,84,3,11,1,0,0,6,0,0,8,16,.131,.202,.143,.345,-8,.179,-18,12,2,0,0,2,0,DH,,baineha01
49,Paul Bako*,29,ATL,NL,-0.1,61,157,137,19,29,10,1,2,15,1,0,20,34,.212,.312,.343,.655,68,.291,58,47,3,0,0,0,2,2/H,,bakopa01
50,James Baldwin,29,2TM,2LG,-0.2,13,29,28,0,2,1,0,0,1,0,0,0,13,.071,.071,.107,.179,-53,.076,-88,3,1,0,1,0,0,1,,baldwja01
51,Rod Barajas,25,ARI,NL,-1.0,51,111,106,9,17,3,0,3,9,0,0,4,26,.160,.191,.274,.464,15,.211,-3,29,0,0,0,0,0,2/H,,barajro01
52,Glen Barker#,30,HOU,NL,-0.4,70,30,24,12,2,0,0,0,1,4,6,3,6,.083,.233,.083,.317,-14,.109,-24,2,0,2,0,1,0,8H,,barkegl01
53,Andy Barkett*,28,PIT,NL,0.2,17,51,46,5,14,2,0,1,3,1,0,4,7,.304,.373,.413,.786,101,.347,95,19,2,1,0,0,1,/73H9D,,barkean01
54,John Barnes,25,MIN,AL,-0.3,9,23,21,1,1,0,0,0,0,0,0,1,3,.048,.130,.048,.178,-50,.102,-69,1,0,1,0,0,0,/97,,barnejo01
55,Larry Barnes*,26,ANA,AL,-0.6,16,41,40,2,4,0,0,1,2,0,0,1,9,.100,.122,.175,.297,-23,.131,-49,7,1,0,0,0,0,3/7H,,barnela01
56,Michael Barrett,24,MON,NL,-1.2,132,506,472,42,118,33,2,6,38,2,1,25,54,.250,.289,.367,.655,68,.295,64,173,14,2,4,3,2,*2/H,,barremi01
57,Kimera Bartee#,28,COL,NL,-0.4,12,19,15,0,0,0,0,0,1,0,0,2,5,.000,.158,.000,.158,-57,.080,-117,0,0,1,0,1,1,/7H8,,barteki01
58,Miguel Batista,30,ARI,NL,-0.3,46,36,32,2,2,0,0,0,0,0,0,2,17,.063,.118,.063,.180,-53,.094,-97,2,0,0,2,0,0,1/H,,batismi01
59,Tony Batista,27,2TM,AL,2.1,156,622,579,70,138,27,6,25,87,5,2,32,113,.238,.280,.435,.715,87,.314,83,252,9,4,0,7,1,5D6/H,,batisto01
60,Danny Bautista,29,ARI,NL,0.7,100,239,222,26,67,11,2,5,26,3,2,14,31,.302,.346,.437,.783,95,.346,95,97,7,1,2,0,1,H98/7,,bautida01
61,Rod Beck,32,BOS,AL,0.0,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,beckro01
62,Josh Beckett,21,FLA,NL,0.1,4,9,7,1,2,1,0,0,0,0,0,0,1,.286,.286,.429,.714,85,.305,69,3,0,0,2,0,0,/1,,beckejo02
63,Joe Beimel*,24,PIT,NL,0.2,41,31,26,3,7,0,0,0,0,0,0,1,10,.269,.296,.269,.566,47,.257,25,7,0,0,4,0,0,1,,beimejo01
64,Todd Belitz*,25,COL,NL,0.0,8,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-158,0,0,0,0,0,0,/1,,belitto01
65,David Bell,28,SEA,AL,3.3,135,510,470,62,122,28,0,15,64,2,1,28,59,.260,.303,.415,.718,92,.317,90,195,8,3,5,4,1,*5/H3,,bellda01
66,Derek Bell,32,PIT,NL,-1.2,46,183,156,14,27,3,0,5,13,0,2,25,38,.173,.287,.288,.576,48,.258,38,45,4,0,2,0,5,9/78H,,bellde01
67,Jay Bell,35,ARI,NL,0.4,129,509,428,59,106,24,1,13,46,0,1,65,79,.248,.349,.400,.749,88,.336,87,171,9,4,8,4,3,45H/D,,bellja01
68,Rob Bell,24,CIN,NL,0.0,7,10,7,0,1,0,0,0,0,0,0,1,4,.143,.250,.143,.393,4,.200,-34,1,0,0,2,0,0,/1,,bellro01
69,Mark Bellhorn#,26,OAK,AL,-0.8,38,82,74,11,10,1,2,1,4,0,0,7,37,.135,.210,.243,.453,21,.217,14,18,1,0,1,0,0,H4/56D9,,bellhma01
70,Ronnie Belliard,26,MIL,NL,3.5,101,410,364,69,96,30,3,11,36,5,2,35,65,.264,.335,.453,.788,104,.358,112,165,5,5,4,2,2,4/H,,belliro01
71,Clay Bellinger,32,NYY,AL,-0.5,51,88,81,12,13,1,1,5,12,1,2,4,23,.160,.207,.383,.590,50,.249,41,31,2,1,1,1,0,578H/369D,,bellicl01
72,Carlos Beltrán#,24,KCR,AL,6.5,155,680,617,106,189,32,12,24,101,31,1,52,120,.306,.362,.514,.876,123,.397,127,317,7,5,1,5,2,*8/D,,beltrca01
73,Adrian Beltré,22,LAD,NL,0.8,126,515,475,59,126,22,4,13,60,13,4,28,82,.265,.310,.411,.720,91,.328,95,195,9,5,2,5,1,*5/H6,,beltrad01
74,Marvin Benard*,30,SFG,NL,1.0,129,429,392,70,104,19,2,15,44,10,5,29,66,.265,.320,.439,.759,100,.332,99,172,3,4,1,3,2,*89H7,,benarma01
75,Alan Benes,29,STL,NL,0.0,9,2,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,161,.445,171,1,0,0,0,0,0,/1,,benesal01
76,Andy Benes,33,STL,NL,0.0,26,35,32,1,5,3,0,0,4,0,0,1,15,.156,.182,.250,.432,10,.188,-18,8,0,0,2,0,0,1,,benesan01
77,Armando Benítez,28,NYM,NL,0.0,71,1,1,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,benitar01
78,Gary Bennett,29,3TM,NL,-0.1,46,148,131,15,32,6,1,2,10,0,0,12,24,.244,.308,.351,.659,66,.300,61,46,1,1,2,2,4,2/H,,bennega01
79,Jason Bere,30,CHC,NL,0.2,31,69,62,2,12,4,0,0,2,0,0,0,18,.194,.194,.258,.452,18,.210,-1,16,2,0,7,0,0,1,,bereja01
80,Dave Berg,30,FLA,NL,0.0,82,235,215,26,52,12,1,4,16,0,1,14,39,.242,.292,.363,.655,71,.301,74,78,3,2,2,2,0,4H65,,bergda01
81,Brandon Berger,26,KCR,AL,0.3,6,18,16,4,5,1,1,2,2,0,0,2,2,.313,.389,.875,1.264,213,.502,208,14,0,0,0,0,0,/7DH,,bergebr01
82,Peter Bergeron*,23,MON,NL,-1.9,102,416,375,53,79,11,4,3,16,10,7,28,87,.211,.275,.285,.560,45,.267,44,107,5,5,8,0,2,8/H,,bergepe01
83,Lance Berkman#,25,HOU,NL,6.5,156,688,577,110,191,55,5,34,126,7,9,92,121,.331,.430,.620,1.051,161,.447,170,358,8,13,0,6,5,*78/9H,ASMVP-5,berkmla01
84,Ángel Berroa,23,KCR,AL,0.2,15,56,53,8,16,2,0,0,4,2,0,3,10,.302,.339,.340,.679,76,.314,70,18,2,0,0,0,0,6/H,,berroan01
85,Wilson Betemit#,19,ATL,NL,0.0,8,5,3,1,0,0,0,0,0,1,0,2,3,.000,.400,.000,.400,16,.331,53,0,0,0,0,0,0,/H6,,betemwi01
86,Dante Bichette,37,BOS,AL,0.5,107,415,391,45,112,30,1,12,49,2,2,20,76,.286,.325,.460,.786,104,.352,108,180,13,3,0,1,1,D79H,,bicheda01
87,Rocky Biddle,25,CHW,AL,0.0,1,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-400,0,0,0,1,0,0,1,,biddlro01
88,Nick Bierbrodt*,23,ARI,NL,0.4,6,10,6,3,4,1,0,0,0,0,0,2,0,.667,.750,.833,1.583,297,.666,375,5,0,0,2,0,0,/1H,,bierbni01
89,Larry Bigbie*,23,BAL,AL,0.0,47,149,131,15,30,6,0,2,11,4,1,17,42,.229,.318,.321,.638,73,.292,68,42,2,0,1,0,1,89/H7,,bigbila01
90,Craig Biggio,35,HOU,NL,3.3,155,717,617,118,180,35,3,20,70,7,4,66,100,.292,.382,.455,.838,111,.377,118,281,11,28,0,6,4,*4/DH,,biggicr01
91,Willie Blair,35,DET,AL,0.0,3,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-128,0,0,0,0,0,0,/1,,blairwi01
92,Casey Blake,27,2TM,AL,0.0,19,41,37,3,9,1,0,1,4,3,0,4,12,.243,.317,.351,.668,78,.330,82,13,0,0,0,0,1,/35DH,,blakeca01
93,Henry Blanco,29,MIL,NL,0.0,104,357,314,33,66,18,3,6,31,3,1,34,72,.210,.290,.344,.634,66,.280,55,108,10,2,5,2,6,2/H,,blanche01
94,Matt Blank*,25,MON,NL,0.2,4,8,8,0,4,1,0,0,1,0,0,0,2,.500,.500,.625,1.125,188,.489,201,5,0,0,0,0,0,/1,,blankma01
95,Geoff Blum#,28,MON,NL,-1.1,148,514,453,57,107,25,0,9,50,9,5,43,94,.236,.313,.351,.664,71,.302,69,159,12,10,3,5,8,574H3/6,,blumge01
96,Hiram Bocachica,25,LAD,NL,-0.2,75,143,133,15,31,11,1,2,9,4,1,9,33,.233,.287,.376,.663,76,.299,74,50,1,1,0,0,0,H47/59,,bocachi01
97,Brian Boehringer#,32,2TM,2LG,0.0,26,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-136,0,0,0,0,0,0,1,,boehrbr01
98,Tim Bogar,34,LAD,NL,0.3,12,17,15,4,5,2,0,2,2,0,0,2,1,.333,.412,.867,1.278,230,.568,267,13,0,0,0,0,0,/H365,,bogarti01
99,Brian Bohanon*,32,COL,NL,0.4,20,33,31,3,10,4,0,0,3,0,0,1,7,.323,.344,.452,.795,88,.372,102,14,1,0,1,0,0,1/H,,bohanbr01
100,Barry Bonds*,36,SFG,NL,11.9,153,664,476,129,156,32,2,73,137,13,3,177,93,.328,.515,.863,1.379,259,.542,254,411,5,9,0,2,35,*7/DH,ASMVP-1SS,bondsba01
101,Ricky Bones,32,FLA,NL,0.0,59,3,2,0,1,0,0,0,1,0,0,0,1,.500,.333,.500,.833,115,.297,69,1,0,0,0,1,0,1,,bonesri01
102,Bobby Bonilla#,38,STL,NL,-1.0,93,198,174,17,37,7,0,5,21,1,1,23,53,.213,.308,.339,.647,68,.289,61,59,4,1,0,0,3,H3/97D1,,bonilbo01
103,Aaron Boone,28,CIN,NL,1.7,103,427,381,54,112,26,2,14,62,6,3,29,71,.294,.351,.483,.834,109,.378,120,184,9,8,3,6,1,5/H,,booneaa01
104,Bret Boone,32,SEA,AL,8.8,158,690,623,118,206,37,3,37,141,5,5,40,110,.331,.372,.578,.950,153,.407,155,360,11,9,5,13,5,*4/HD,ASMVP-3SS,boonebr01
105,Pedro Borbón,33,TOR,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,borbope02
106,Pat Borders,38,SEA,AL,0.1,5,7,6,1,3,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,173,.447,193,3,0,0,1,0,0,/2H,,bordepa01
107,Mike Bordick,35,BAL,AL,0.7,58,257,229,32,57,13,0,7,30,9,3,17,36,.249,.314,.397,.711,91,.320,89,91,4,6,2,3,1,6,,bordimi01
108,Dave Borkowski,24,DET,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,borkoda01
109,Joe Borowski,30,CHC,NL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,borowjo01
110,Ricky Bottalico*,31,PHI,NL,0.1,64,3,3,1,1,1,0,0,1,0,0,0,0,.333,.333,.667,1.000,153,.414,153,2,0,0,0,0,0,1,,bottari01
111,Kent Bottenfield,32,HOU,NL,0.0,12,15,14,0,2,0,0,0,0,0,0,0,5,.143,.143,.143,.286,-27,.192,-22,2,0,0,1,0,0,1,,botteke01
112,Chad Bradford,26,OAK,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bradfch01
113,Milton Bradley#,23,2TM,2LG,-0.5,77,262,238,22,53,17,3,1,19,8,5,21,65,.223,.288,.332,.620,60,.281,55,79,7,1,2,0,0,87/H9D,,bradlmi01
114,Darren Bragg*,31,2TM,2LG,0.0,23,67,61,5,16,7,0,0,5,3,2,4,24,.262,.318,.377,.695,83,.330,98,23,0,1,1,0,0,9/7H8,,braggda01
115,Jeff Branson*,34,LAD,NL,-0.1,13,21,21,3,6,0,0,0,0,0,0,0,4,.286,.286,.286,.571,54,.254,44,6,0,0,0,0,0,/4H65,,bransje01
116,Russell Branyan*,25,CLE,AL,0.6,113,361,315,48,73,16,2,20,54,1,1,38,132,.232,.316,.486,.802,108,.341,101,153,2,3,0,5,1,57H/D9,,branyru01
117,Leslie Brea,27,BAL,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,breale01
118,Chris Brock,31,PHI,NL,0.1,23,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,76,.599,283,1,0,0,0,0,0,1,,brockch01
119,Rico Brogna*,31,ATL,NL,-1.0,72,223,206,15,51,9,0,3,21,3,1,14,46,.248,.297,.335,.632,62,.284,53,69,9,1,1,1,1,3/H,,brognri01
120,Troy Brohawn*,28,ARI,NL,0.0,57,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-150,0,0,0,0,0,0,1,,brohatr01
121,Scott Brosius,34,NYY,AL,2.1,120,478,428,57,123,25,2,13,49,3,1,34,83,.287,.343,.446,.789,106,.349,105,191,10,5,6,5,2,*5/8,,brosisc01
122,Jim Brower,28,CIN,NL,0.2,45,28,26,6,8,1,0,0,3,0,0,0,8,.308,.308,.346,.654,66,.287,51,9,0,0,2,0,0,1/H,,broweji01
123,Adrian Brown#,27,PIT,NL,-0.1,8,34,31,3,6,0,0,1,2,2,1,3,3,.194,.265,.290,.555,42,.277,50,9,1,0,0,0,0,/8H,,brownad01
124,Dee Brown*,23,KCR,AL,-0.4,106,406,380,39,93,19,0,7,40,5,3,22,81,.245,.286,.350,.636,63,.293,61,133,12,1,1,2,4,7D/H89,,brownde02
125,Emil Brown,26,2TM,NL,0.0,74,155,137,21,26,4,1,3,13,12,4,16,49,.190,.284,.299,.583,51,.298,61,41,2,2,0,0,1,8H/79,,brownem01
126,Kevin Brown,36,LAD,NL,0.1,20,41,36,2,3,0,0,1,2,0,0,0,12,.083,.154,.167,.321,-14,.176,-17,6,0,3,2,0,0,1,,brownke01
127,Kevin Brown,28,MIL,NL,0.0,17,46,43,7,9,0,1,4,12,0,0,2,18,.209,.261,.535,.796,101,.330,93,23,1,1,0,0,0,2/H,,brownke04
128,Roosevelt Brown*,25,CHC,NL,0.3,39,92,83,13,22,6,1,4,22,0,0,7,12,.265,.326,.506,.832,116,.362,118,42,3,1,0,1,0,7H/9D8,,brownro02
129,Cliff Brumbaugh,27,2TM,2LG,-0.8,21,49,46,6,10,2,0,1,4,0,1,3,14,.217,.265,.326,.591,43,.251,27,15,3,0,0,0,0,9/7H,,brumbcl01
130,Brian Buchanan,27,MIN,AL,0.7,69,219,197,28,54,12,0,10,32,1,1,19,58,.274,.342,.487,.830,115,.356,110,96,2,2,0,1,0,9DH/7,,buchabr01
131,Mike Buddie,30,MIL,NL,0.0,31,4,4,1,1,0,0,0,0,0,0,0,3,.250,.250,.250,.500,32,.222,17,1,0,0,0,0,0,1,,buddimi01
132,Mark Buehrle*,22,CHW,AL,0.0,1,4,3,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,-26,.178,-18,0,0,0,0,0,0,1,,buehrma01
133,Damon Buford,31,CHC,NL,-0.4,35,89,85,11,15,2,0,3,8,0,0,4,23,.176,.213,.306,.519,35,.247,36,26,3,0,0,0,0,8/9H,,buforda01
134,Jay Buhner,36,SEA,AL,0.1,19,53,45,4,10,2,0,2,5,0,0,8,9,.222,.340,.400,.740,100,.364,123,18,3,0,0,0,0,7/HD9,,buhneja01
135,Dave Burba,34,CLE,AL,0.1,3,4,2,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.455,256,0,0,0,2,0,0,1,,burbada01
136,Jamie Burke,29,ANA,AL,0.0,9,5,5,1,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,6,.361,113,1,0,0,0,0,0,/2H3D,,burkeja02
137,John Burkett,36,ATL,NL,-0.4,32,75,65,2,6,0,0,0,1,0,0,3,29,.092,.132,.092,.225,-41,.136,-66,6,5,0,7,0,0,1,AS,burkejo03
138,Morgan Burkhart#,29,BOS,AL,-0.4,11,34,33,3,6,1,0,1,4,0,0,1,11,.182,.206,.303,.509,32,.247,33,10,1,0,0,0,0,/D3H,,burkhmo01
139,Ellis Burks,36,CLE,AL,3.0,124,515,439,83,123,29,1,28,74,5,1,62,85,.280,.369,.542,.911,137,.396,138,238,16,5,0,9,2,D7/H9,,burksel01
140,A.J. Burnett,24,FLA,NL,-0.3,25,59,50,0,4,1,0,0,0,0,0,1,27,.080,.115,.100,.215,-42,.103,-90,5,0,1,7,0,0,1,,burnea.01
141,Jeromy Burnitz*,32,MIL,NL,2.7,154,651,562,104,141,32,4,34,100,0,4,80,150,.251,.347,.504,.851,119,.360,116,283,8,5,0,4,9,*9/H,,burnije01
142,Pat Burrell,24,PHI,NL,1.1,155,618,539,70,139,29,2,27,89,2,1,70,162,.258,.346,.469,.816,111,.359,113,253,12,5,0,4,7,*7/HD,,burrepa01
143,Homer Bush,28,TOR,AL,1.2,78,291,271,32,83,11,1,3,27,13,4,8,50,.306,.336,.387,.723,89,.327,86,105,2,6,2,4,1,4/H,,bushho01
144,Brent Butler,23,COL,NL,-0.3,53,131,119,17,29,7,1,1,14,1,1,7,7,.244,.287,.345,.631,50,.296,48,41,4,1,2,2,0,4H6/5,,butlebr02
145,Paul Byrd,30,2TM,2LG,0.0,6,8,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,-13,.148,-68,1,0,0,2,0,0,1/H,,byrdpa01
146,Eric Byrnes,25,OAK,AL,0.3,19,43,38,9,9,1,0,3,5,1,0,4,6,.237,.326,.500,.826,116,.401,141,19,0,1,0,0,0,/7H9D8,,byrneer01
147,Jolbert Cabrera,28,CLE,AL,0.7,141,312,287,50,75,16,3,1,38,10,4,16,41,.261,.312,.348,.660,75,.318,84,100,4,6,1,2,0,7845H96/D,,cabrejo02
148,José Cabrera,29,ATL,NL,0.0,53,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-150,0,0,0,0,0,0,1,,cabrejo01
149,Orlando Cabrera,26,MON,NL,3.6,162,684,626,64,173,41,6,14,96,19,7,43,54,.276,.324,.428,.752,92,.334,91,268,15,4,4,7,5,*6,GG,cabreor01
