--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player▲,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player▲-additional
42,Paul Bako*,32,CHC,NL,-0.1,49,157,138,13,28,8,0,1,10,1,0,15,29,.203,.288,.283,.571,48,.266,39,39,4,2,1,1,3,2/H,,bakopa01
43,Rocco Baldelli,22,TBD,AL,3.0,136,565,518,79,145,27,3,16,74,17,4,30,88,.280,.326,.436,.762,100,.338,97,226,12,8,3,6,2,*8D/H,,baldero01
44,James Baldwin,32,NYM,NL,0.0,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-152,0,0,0,0,0,0,/1,,baldwja01
45,Grant Balfour,26,MIN,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,balfogr01
46,Rod Barajas,28,TEX,AL,0.4,108,389,358,50,89,26,1,15,58,0,1,13,63,.249,.276,.453,.728,80,.311,69,162,3,3,8,7,0,2/H3,,barajro01
47,Josh Bard#,26,CLE,AL,0.3,7,23,19,5,8,2,0,1,4,0,0,3,0,.421,.478,.684,1.162,207,.481,201,13,0,0,0,1,0,/2,,bardjo01
48,Clint Barmes,25,COL,NL,0.4,20,77,71,14,20,3,1,2,10,0,1,3,10,.282,.320,.437,.757,84,.319,74,31,2,1,2,0,0,/46H,,barmecl01
49,Michael Barrett,27,CHC,NL,1.5,134,506,456,55,131,32,6,16,65,1,4,33,64,.287,.337,.489,.826,109,.352,106,223,13,5,4,8,4,*2H,,barremi01
50,Jason Bartlett,24,MIN,AL,-0.1,8,14,12,2,1,0,0,0,1,2,0,1,1,.083,.154,.083,.237,-36,.161,-66,1,0,0,1,0,0,/6H4D,,bartlja01
51,Cliff Bartosh*,24,CLE,AL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bartocl01
52,Miguel Batista,33,TOR,AL,-0.1,2,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-143,0,0,0,0,0,0,1,,batismi01
53,Tony Batista,30,MON,NL,-0.1,157,650,606,76,146,30,2,32,110,14,6,26,78,.241,.272,.455,.728,81,.316,75,276,14,4,4,10,4,*5/H,,batisto01
54,Rick Bauer,27,BAL,AL,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bauerri01
55,Danny Bautista,32,ARI,NL,-1.2,141,582,539,64,154,27,1,11,65,6,2,35,66,.286,.332,.401,.733,85,.327,82,216,20,4,1,3,2,*9/H8D,,bautida01
56,José Bautista,23,4TM,2LG,-0.9,64,96,88,6,18,3,0,0,2,0,1,7,40,.205,.263,.239,.502,33,.248,36,21,1,0,1,0,0,H95/78D,,bautijo02
57,Jason Bay,25,PIT,NL,2.2,120,472,411,61,116,24,4,26,82,4,6,41,129,.282,.358,.550,.907,132,.379,129,226,9,10,5,5,2,*7/H8,ROY-1,bayja01
58,Rod Beck,35,SDP,NL,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,beckro01
59,Josh Beckett,24,FLA,NL,0.1,26,55,44,2,7,1,0,0,2,0,0,2,18,.159,.196,.182,.377,1,.196,-22,8,0,0,9,0,0,1,,beckejo02
60,Érik Bédard*,25,BAL,AL,0.0,2,5,4,0,0,0,0,0,0,0,0,1,3,.000,.200,.000,.200,-40,.144,-37,0,0,0,0,0,0,1,,bedarer01
61,David Bell,31,PHI,NL,4.4,143,603,533,67,155,33,1,18,77,1,1,57,75,.291,.363,.458,.821,107,.366,111,244,14,6,2,5,4,*5/H,,bellda01
62,Heath Bell,26,NYM,NL,0.0,17,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,bellhe01
63,Rob Bell,27,TBD,AL,0.0,2,5,5,1,1,1,0,0,0,0,0,0,2,.200,.200,.400,.600,54,.248,38,2,0,0,0,0,0,1,,bellro01
64,Mark Bellhorn#,29,BOS,AL,3.7,138,620,523,93,138,37,3,17,82,6,1,88,177,.264,.373,.444,.817,107,.370,111,232,8,5,1,3,1,*45/H6D,,bellhma01
65,Ronnie Belliard,29,CLE,AL,3.4,152,663,599,78,169,48,1,12,70,3,2,60,98,.282,.348,.426,.774,106,.351,111,255,18,2,0,2,5,*4/HD,AS,belliro01
66,Carlos Beltrán#,27,2TM,2LG,6.8,159,708,599,121,160,36,9,38,104,42,3,92,101,.267,.367,.548,.915,133,.400,131,328,8,7,3,7,10,*8/H,ASMVP-12,beltrca01
67,Francis Beltrán,24,2TM,NL,0.0,42,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,72,.270,43,1,0,0,0,0,0,1,,beltrfr01
68,Rigo Beltrán*,34,MON,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,beltrri01
69,Adrian Beltré,25,LAD,NL,9.6,156,657,598,104,200,32,0,48,121,7,2,53,87,.334,.388,.629,1.017,163,.435,171,376,15,2,0,4,9,*5/6H,MVP-2SS,beltrad01
70,Armando Benítez,31,FLA,NL,0.0,62,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,ASMVP-23,benitar01
71,Gary Bennett,32,MIL,NL,-0.7,75,246,219,18,49,14,0,3,20,1,0,22,32,.224,.297,.329,.626,62,.284,55,72,9,2,0,3,3,2/H,,bennega01
72,Jeff Bennett,24,MIL,NL,0.0,57,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-152,0,0,0,0,0,0,1,,benneje01
73,Joaquin Benoit,26,TEX,AL,-0.1,2,6,6,1,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-148,0,0,0,0,0,0,1,,benoijo01
74,Kris Benson,29,2TM,NL,0.0,30,75,58,3,8,0,0,0,5,0,0,2,26,.138,.167,.138,.305,-19,.173,-53,8,0,0,15,0,0,1,,bensokr01
75,Chad Bentz,24,MON,NL,0.1,35,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,157,.453,174,1,0,0,0,0,0,1,,bentzch01
76,Dave Berg,33,TOR,AL,-1.2,58,162,154,13,39,4,0,3,23,0,1,4,27,.253,.278,.338,.615,57,.276,51,52,4,2,0,2,0,7H/3D459,,bergda01
77,Brandon Berger,29,KCR,AL,-0.5,11,36,35,5,7,2,0,0,2,1,1,0,7,.200,.200,.257,.457,18,.214,11,9,1,0,1,0,0,7/9,,bergebr01
78,Peter Bergeron*,26,MON,NL,-0.2,11,45,42,2,9,0,0,0,1,0,1,2,16,.214,.250,.214,.464,20,.204,1,9,0,0,1,0,0,8,,bergepe01
79,Lance Berkman#,28,HOU,NL,6.0,160,687,544,104,172,40,3,30,106,9,7,127,101,.316,.450,.566,1.016,160,.433,166,308,10,10,0,6,14,*97/38H,ASMVP-7,berkmla01
80,Adam Bernero,27,COL,NL,-0.1,16,6,5,1,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-210,0,0,0,1,0,0,1,,bernead01
81,Ángel Berroa,26,KCR,AL,1.0,134,554,512,72,134,27,6,8,43,14,8,23,87,.262,.308,.385,.693,79,.322,84,197,10,12,5,2,0,*6/H,,berroan01
82,Rafael Betancourt,29,CLE,AL,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,betanra01
83,Wilson Betemit#,22,ATL,NL,-0.5,22,52,47,2,8,0,0,0,3,0,1,4,16,.170,.231,.170,.401,6,.184,-9,8,0,0,0,1,0,6/5H,,betemwi01
84,Rocky Biddle,28,MON,NL,-0.2,44,14,11,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,.000,-221,0,0,0,3,0,0,1,,biddlro01
85,Nick Bierbrodt*,26,TEX,AL,-0.1,1,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-272,0,0,0,1,0,0,/1,,bierbni01
86,Larry Bigbie*,26,BAL,AL,2.1,139,531,478,76,134,23,1,15,68,8,3,45,113,.280,.341,.427,.768,101,.352,107,204,7,1,3,4,0,*78/HD,,bigbila01
87,Craig Biggio,38,HOU,NL,1.2,156,700,633,100,178,47,0,24,63,7,2,40,94,.281,.337,.469,.806,105,.359,109,297,8,15,9,3,0,*78/HD,,biggicr01
88,Casey Blake,30,CLE,AL,3.5,152,668,587,93,159,36,3,28,88,5,8,68,139,.271,.354,.486,.839,122,.361,121,285,19,9,1,3,2,*5/3,,blakeca01
89,Hank Blalock*,23,TEX,AL,4.6,159,713,624,107,172,38,3,32,110,2,2,75,149,.276,.355,.500,.855,113,.375,114,312,13,6,0,8,7,*5/H,ASMVP-18,blaloha01
90,Andrés Blanco#,20,KCR,AL,0.8,19,67,60,9,19,2,2,0,5,1,2,5,6,.317,.379,.417,.795,107,.351,112,25,0,1,1,0,0,6,,blancan01
91,Henry Blanco,32,MIN,AL,-0.4,114,353,315,36,65,19,1,10,37,0,3,21,56,.206,.260,.368,.628,60,.277,52,116,8,3,11,3,0,*2/H,,blanche01
92,Willie Bloomquist,26,SEA,AL,-1.0,93,201,188,27,46,10,0,2,18,13,2,10,48,.245,.283,.330,.613,62,.305,68,62,2,0,3,0,0,5H63/7D48,,bloomwi01
93,Geoff Blum#,31,TBD,AL,-0.7,112,369,339,38,73,21,0,8,35,2,3,24,58,.215,.266,.348,.614,61,.276,58,118,4,0,4,2,1,54/H73D6,,blumge01
94,Hiram Bocachica,28,SEA,AL,0.6,50,107,90,9,22,5,0,3,6,5,4,12,27,.244,.337,.400,.737,94,.326,96,36,1,1,3,1,0,89H/D7,,bocachi01
95,Brian Boehringer#,35,PIT,NL,0.0,21,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,boehrbr01
96,Jeremy Bonderman,21,DET,AL,-0.1,3,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-133,0,0,0,0,0,0,1,,bondeje01
97,Barry Bonds*,39,SFG,NL,10.6,147,617,373,129,135,27,3,45,101,6,1,232,41,.362,.609,.812,1.422,263,.552,282,303,5,9,0,3,120,*7/HD,ASMVP-1SS,bondsba01
98,Jung Bong*,23,CIN,NL,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,.000,-145,0,0,0,0,0,0,/1,,bongju01
99,Bret Boone,35,SEA,AL,0.5,148,658,593,74,149,30,0,24,83,10,5,56,135,.251,.317,.423,.740,94,.324,89,251,18,3,2,4,2,*4,GG,boonebr01
100,Joe Borchard#,25,CHW,AL,-0.5,63,222,201,26,35,4,1,9,20,1,0,19,57,.174,.249,.338,.587,50,.280,52,68,4,1,1,0,1,9/HD8,,borchjo01
101,Pat Borders,41,2TM,AL,0.4,38,99,95,9,22,6,0,1,10,3,1,1,22,.232,.247,.326,.574,49,.280,54,31,2,1,2,0,0,2/H,,bordepa01
102,Toby Borland,35,FLA,NL,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,borlato02
103,Joe Borowski,33,CHC,NL,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,borowjo01
104,Ricky Bottalico*,34,NYM,NL,0.0,57,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-152,0,0,0,0,0,0,1,,bottari01
105,Rob Bowen#,23,MIN,AL,-0.4,17,32,27,1,3,0,0,1,2,0,0,4,10,.111,.226,.222,.448,17,.214,5,6,1,0,1,0,0,2/HD,,bowenro01
106,Jason Boyd,31,PIT,NL,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,boydja02
107,Chad Bradford,29,OAK,AL,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,bradfch01
108,Milton Bradley#,26,LAD,NL,3.1,141,597,516,72,138,24,0,19,67,15,11,71,123,.267,.362,.424,.786,108,.350,112,219,12,6,3,1,3,*897/H,,bradlmi01
109,Darren Bragg*,34,2TM,NL,0.5,47,112,101,13,19,3,1,4,9,1,0,10,31,.188,.261,.356,.618,61,.270,47,36,2,0,1,0,1,H89/7,,braggda01
110,Russell Branyan*,28,MIL,NL,1.0,51,182,158,21,37,11,1,11,27,1,0,20,68,.234,.324,.525,.849,115,.360,110,83,1,2,0,2,0,5/H3,,branyru01
111,Craig Brazell*,24,NYM,NL,0.0,24,35,34,3,9,2,0,1,3,0,0,1,7,.265,.286,.412,.697,79,.304,73,14,1,0,0,0,0,H/3,,brazecr01
112,Dewon Brazelton,24,TBD,AL,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-131,0,0,0,0,0,0,1,,brazede01
113,Yhency Brazobán,24,LAD,NL,0.0,31,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,brazoyh01
114,Juan Brito,24,ARI,NL,-0.4,54,184,171,17,35,7,0,3,12,1,0,9,41,.205,.246,.298,.544,37,.259,32,51,6,1,1,2,1,2,,britoju01
115,Doug Brocail*,37,TEX,AL,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,brocado01
116,Frank Brooks*,25,PIT,NL,0.0,11,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,brookfr01
117,Ben Broussard*,27,CLE,AL,3.1,139,485,418,57,115,28,5,17,82,4,2,52,95,.275,.370,.488,.858,127,.379,130,204,7,12,1,2,3,*3H,,brousbe01
118,Jim Brower,31,SFG,NL,0.1,85,3,2,1,1,0,0,0,0,0,0,1,1,.500,.667,.500,1.167,208,.538,240,1,0,0,0,0,0,1,,broweji01
119,Adrian Brown#,30,KCR,AL,-0.1,5,11,11,0,3,0,0,0,0,0,0,0,2,.273,.273,.273,.545,43,.240,26,3,0,0,0,0,0,/79,,brownad01
120,Dee Brown*,26,KCR,AL,-0.6,59,209,195,19,49,7,0,4,24,2,2,11,50,.251,.293,.349,.642,66,.288,61,68,1,1,1,1,0,7/HD,,brownde02
121,Brian Bruney,22,ARI,NL,0.0,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,brunebr01
122,Eric Bruntlett,26,HOU,NL,0.8,45,61,52,14,13,2,0,4,8,4,0,7,13,.250,.328,.519,.847,114,.387,119,27,0,0,0,2,0,6H/478,,brunter01
123,Brian Buchanan,30,2TM,NL,-0.8,40,72,63,7,12,2,0,2,6,0,0,7,20,.190,.278,.317,.595,61,.267,54,20,2,1,0,1,2,H7/39,,buchabr01
124,John Buck,23,KCR,AL,0.0,71,258,238,36,56,9,0,12,30,1,1,15,79,.235,.280,.424,.704,80,.304,71,101,6,0,4,1,0,2/D,ROY-8,buckjo01
125,Mark Buehrle*,25,CHW,AL,-0.1,2,5,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-297,0,0,0,2,0,0,1,,buehrma01
126,Kirk Bullinger,34,HOU,NL,0.0,26,4,3,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,-27,.177,-21,0,0,0,0,0,0,1,,bulliki01
127,Nate Bump*,27,FLA,NL,-0.1,49,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1/H,,bumpna01
128,Dave Burba,37,2TM,NL,0.1,49,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.454,179,0,0,0,0,0,0,1,,burbada01
129,Chris Burke,24,HOU,NL,-0.3,17,20,17,2,1,0,0,0,0,0,0,3,3,.059,.200,.059,.259,-28,.147,-43,1,0,0,0,0,0,H/4,,burkech01
130,Jamie Burke,32,CHW,AL,1.2,57,133,120,22,40,9,0,0,15,0,0,10,13,.333,.386,.408,.795,106,.371,116,49,3,1,1,1,0,2/HD359,,burkeja02
131,Ellis Burks,39,BOS,AL,-0.1,11,37,33,6,6,0,0,1,1,2,0,3,8,.182,.270,.273,.543,39,.292,49,9,1,1,0,0,0,/DH,,burksel01
132,A.J. Burnett,27,FLA,NL,-0.1,18,37,29,4,4,0,0,0,1,0,0,0,11,.138,.138,.138,.276,-26,.125,-95,4,1,0,8,0,0,1,,burnea.01
133,Sean Burnett*,21,PIT,NL,-0.3,13,27,23,0,0,0,0,0,0,0,0,2,6,.000,.080,.000,.080,-76,.057,-123,0,0,0,2,0,0,1,,burnese01
134,Jeromy Burnitz*,35,COL,NL,1.3,150,606,540,94,153,30,4,37,110,5,6,58,124,.283,.356,.559,.916,121,.386,121,302,7,5,0,3,7,*987/HD,MVP-23,burnije01
135,Pat Burrell,27,PHI,NL,1.5,127,534,448,66,115,17,0,24,84,2,0,78,130,.257,.365,.455,.821,107,.365,109,204,10,2,0,6,7,*7/H,,burrepa01
136,Sean Burroughs*,23,SDP,NL,3.2,130,564,523,76,156,23,3,2,47,5,4,31,52,.298,.348,.365,.713,94,.331,103,191,6,9,1,0,4,*5/H,,burrose01
137,Dave Bush,24,TOR,AL,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-144,0,0,0,0,0,0,1,ROY-8,bushda01
138,Homer Bush,31,NYY,AL,-0.2,9,8,7,2,0,0,0,0,0,1,0,0,2,.000,.125,.000,.125,-63,.122,-73,0,1,1,0,0,0,/H4D,,bushho01
139,Mike Bynum*,26,SDP,NL,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,,bynummi01
140,Marlon Byrd,26,PHI,NL,-2.1,106,378,346,48,79,13,2,5,33,2,2,22,68,.228,.287,.321,.608,54,.288,55,111,10,7,2,1,1,8H,,byrdma01
141,Paul Byrd,33,ATL,NL,0.3,18,43,30,2,6,0,0,0,4,0,0,5,7,.200,.314,.200,.514,37,.254,18,6,0,0,8,0,0,1,,byrdpa01
142,Eric Byrnes,28,OAK,AL,3.4,143,632,569,91,161,39,3,20,73,17,1,46,111,.283,.347,.467,.814,111,.361,108,266,11,12,0,5,0,*789/HD,,byrneer01
143,Daniel Cabrera,23,BAL,AL,-0.1,3,4,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,.000,-138,0,0,0,0,0,0,1,ROY-3,cabreda01
144,Jolbert Cabrera,31,SEA,AL,0.4,113,391,359,38,97,19,2,6,47,10,3,16,70,.270,.312,.384,.696,83,.309,77,138,13,8,3,5,1,53746H/D89,,cabrejo02
145,Miguel Cabrera,21,FLA,NL,3.5,160,685,603,101,177,31,1,33,112,5,2,68,148,.294,.366,.512,.879,130,.384,134,309,20,6,0,8,5,*97/DH,ASMVP-22,cabremi01
146,Orlando Cabrera,29,2TM,2LG,1.4,161,673,618,74,163,38,3,10,62,16,4,39,54,.264,.306,.383,.689,75,.318,75,237,16,3,3,10,0,*6/H,,cabreor01
147,Miguel Cairo,30,NYY,AL,1.2,122,408,360,48,105,17,5,6,42,11,3,18,49,.292,.346,.417,.763,100,.357,109,150,7,14,12,4,1,*4/56H3,,cairomi01
148,Kiko Calero,29,STL,NL,0.0,38,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,,calerki01
149,Carmen Cali*,25,STL,NL,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,,calica01
150,Ron Calloway*,27,MON,NL,-0.8,46,91,84,4,14,2,0,1,10,2,0,5,22,.167,.211,.226,.437,12,.225,5,19,3,0,1,1,0,H9/7,,calloro01
